Before erosion ID,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 Connectivity,2 Connectivity,4 Connectivity,5 Connectivity
2766,0.1232767,4,2766,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2767,0.062835,7,2767,Not eroded,0,0,0,0,0,0,0,0,0,0,0
2769,0.2625717,0,2769,ERODED,1,1,1,1,1,1,1,1,1,1,1
2770,0.09565184,3,2770,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2771,0.2351728,4,2771,Not eroded,0,1,1,1,0,0,0,0,0,1,1
2772,0.1121498,0,2772,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2773,0.05863667,5,2773,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2774,0.2894971,0,2774,ERODED,1,1,1,1,1,1,1,1,1,1,1
2775,0.06591645,3,2775,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2776,0.3259134,0,2776,ERODED,1,1,1,1,1,1,1,1,1,1,1
2777,0.196056,3,2777,Not eroded,0,1,0,0,0,0,1,0,0,1,1
2778,0.2455832,3,2778,Not eroded,0,1,1,1,1,0,1,0,0,1,1
2779,0.2635537,0,2779,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2780,0.06964692,5,2780,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2781,0.05625064,2,2781,Not eroded,0,0,0,0,0,0,1,0,1,1,1
2782,0.1445918,0,2782,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2783,0.1393244,4,2783,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2784,0.2593856,6,2784,Not eroded,0,1,1,1,1,1,0,0,0,0,0
2785,0.1284405,6,2785,Not eroded,0,0,0,0,0,0,0,0,0,0,0
2786,0.1358088,0,2786,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2787,0.1737814,0,2787,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2789,0.06409491,5,2789,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2790,0.2413317,5,2790,Not eroded,0,1,1,1,1,0,0,0,0,0,1
2791,0.3001947,0,2791,ERODED,1,1,1,1,1,1,1,1,1,1,1
2792,0.1523859,3,2792,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2794,0.1819708,4,2794,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2795,0.248301,4,2795,Not eroded,0,1,1,1,1,0,0,0,0,1,1
2796,0.2636158,3,2796,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2797,0.2280535,4,2797,Not eroded,0,1,1,0,0,0,0,0,0,1,1
2798,0.0619009,5,2798,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2799,0.1945022,4,2799,Not eroded,0,1,0,0,0,0,0,0,0,1,1
2800,0.2893729,0,2800,ERODED,1,1,1,1,1,1,1,1,1,1,1
2801,0.2988588,0,2801,ERODED,1,1,1,1,1,1,1,1,1,1,1
2802,0.2834845,0,2802,ERODED,1,1,1,1,1,1,1,1,1,1,1
2803,0.1291729,3,2803,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2805,0.1625171,4,2805,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2806,0.2441631,0,2806,Not eroded,0,1,1,1,1,0,1,1,1,1,1
2807,0.2165526,3,2807,Not eroded,0,1,0,0,0,0,1,0,0,1,1
2809,0.2931664,4,2809,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2810,0.1939429,4,2810,Not eroded,0,1,0,0,0,0,0,0,0,1,1
2811,0.2888569,5,2811,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2813,0.07441467,3,2813,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2814,0.07537206,4,2814,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2815,0.05627035,4,2815,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2816,0.2932082,4,2816,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2817,0.1194146,5,2817,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2818,0.1314044,4,2818,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2819,0.07903597,4,2819,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2820,0.1475189,0,2820,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2821,0.1111437,5,2821,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2822,0.2640222,0,2822,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2823,0.1427491,2,2823,Not eroded,0,0,0,0,0,0,1,0,1,1,1
2824,0.124719,3,2824,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2825,0.1149996,0,2825,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2827,0.09003446,6,2827,Not eroded,0,0,0,0,0,0,0,0,0,0,0
2828,0.32311,0,2828,ERODED,1,1,1,1,1,1,1,1,1,1,1
2829,0.2757353,3,2829,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2830,0.05617694,4,2830,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2831,0.2734247,0,2831,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2832,0.1832506,0,2832,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2834,0.07432905,2,2834,Not eroded,0,0,0,0,0,0,1,0,1,1,1
2835,0.05629354,0,2835,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2837,0.1257156,3,2837,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2838,0.05625004,5,2838,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2839,0.3083546,2,2839,Not eroded,0,1,1,1,1,1,1,0,1,1,1
2840,0.2680221,0,2840,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2841,0.1983353,0,2841,Not eroded,0,1,0,0,0,0,1,1,1,1,1
2842,0.2945461,0,2842,ERODED,1,1,1,1,1,1,1,1,1,1,1
2843,0.1921356,5,2843,Not eroded,0,1,0,0,0,0,0,0,0,0,1
2845,0.28036,0,2845,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2846,0.2953552,0,2846,ERODED,1,1,1,1,1,1,1,1,1,1,1
2847,0.05641085,4,2847,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2848,0.1975095,4,2848,Not eroded,0,1,0,0,0,0,0,0,0,1,1
2849,0.2577955,0,2849,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2850,0.1440636,4,2850,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2851,0.2694209,0,2851,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2852,0.1675616,4,2852,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2853,0.123949,3,2853,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2855,0.2254157,5,2855,Not eroded,0,1,1,0,0,0,0,0,0,0,1
2856,0.2472025,0,2856,Not eroded,0,1,1,1,1,0,1,1,1,1,1
2858,0.2218068,4,2858,Not eroded,0,1,1,0,0,0,0,0,0,1,1
2859,0.2536631,2,2859,Not eroded,0,1,1,1,1,1,1,0,1,1,1
2860,0.1253308,0,2860,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2861,0.1014691,3,2861,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2862,0.2922043,4,2862,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2863,0.1973891,5,2863,Not eroded,0,1,0,0,0,0,0,0,0,0,1
2864,0.1529231,0,2864,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2865,0.277771,4,2865,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2866,0.1256064,4,2866,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2868,0.2912033,0,2868,ERODED,1,1,1,1,1,1,1,1,1,1,1
2869,0.2002043,2,2869,Not eroded,0,1,0,0,0,0,1,0,1,1,1
2870,0.2742502,0,2870,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2871,0.1876727,3,2871,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2872,0.2456954,3,2872,Not eroded,0,1,1,1,1,0,1,0,0,1,1
2874,0.2908449,5,2874,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2875,0.2865898,3,2875,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2877,0.1958948,3,2877,Not eroded,0,1,0,0,0,0,1,0,0,1,1
2878,0.1393805,4,2878,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2879,0.3054127,0,2879,ERODED,1,1,1,1,1,1,1,1,1,1,1
2880,0.1743061,0,2880,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2882,0.1544305,6,2882,Not eroded,0,0,0,0,0,0,0,0,0,0,0
2883,0.2391051,5,2883,Not eroded,0,1,1,1,0,0,0,0,0,0,1
2884,0.05628971,4,2884,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2885,0.05784359,0,2885,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2886,0.1841452,5,2886,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2887,0.2379874,5,2887,Not eroded,0,1,1,1,0,0,0,0,0,0,1
2888,0.2919943,0,2888,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2889,0.2931501,0,2889,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2890,0.2405698,0,2890,Not eroded,0,1,1,1,1,0,1,1,1,1,1
2891,0.116087,0,2891,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2892,0.1988662,0,2892,Not eroded,0,1,0,0,0,0,1,1,1,1,1
2893,0.1937502,4,2893,Not eroded,0,1,0,0,0,0,0,0,0,1,1
2894,0.06236874,5,2894,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2895,0.1684743,0,2895,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2896,0.08308129,3,2896,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2897,0.1974259,0,2897,Not eroded,0,1,0,0,0,0,1,1,1,1,1
2898,0.1861959,5,2898,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2899,0.1210118,4,2899,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2900,0.240058,3,2900,Not eroded,0,1,1,1,1,0,1,0,0,1,1
2901,0.2272394,4,2901,Not eroded,0,1,1,0,0,0,0,0,0,1,1
2902,0.1345676,5,2902,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2903,0.1535772,3,2903,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2904,0.2941832,0,2904,ERODED,1,1,1,1,1,1,1,1,1,1,1
2905,0.2790002,4,2905,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2906,0.2866486,0,2906,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2907,0.1192232,6,2907,Not eroded,0,0,0,0,0,0,0,0,0,0,0
2909,0.3301992,0,2909,ERODED,1,1,1,1,1,1,1,1,1,1,1
2910,0.1714426,5,2910,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2911,0.1604081,0,2911,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2912,0.05623672,3,2912,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2913,0.261532,4,2913,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2914,0.2696178,0,2914,ERODED,1,1,1,1,1,1,1,1,1,1,1
2915,0.08608655,5,2915,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2916,0.06461075,4,2916,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2917,0.06532821,2,2917,Not eroded,0,0,0,0,0,0,1,0,1,1,1
2918,0.07072153,5,2918,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2919,0.2712822,5,2919,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2920,0.2779488,4,2920,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2921,0.2442718,5,2921,Not eroded,0,1,1,1,1,0,0,0,0,0,1
2922,0.05626871,3,2922,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2924,0.2063088,4,2924,Not eroded,0,1,0,0,0,0,0,0,0,1,1
2925,0.1279982,2,2925,Not eroded,0,0,0,0,0,0,1,0,1,1,1
2926,0.2454922,4,2926,Not eroded,0,1,1,1,1,0,0,0,0,1,1
2927,0.2368676,5,2927,Not eroded,0,1,1,1,0,0,0,0,0,0,1
2928,0.213014,3,2928,Not eroded,0,1,0,0,0,0,1,0,0,1,1
2929,0.06281918,5,2929,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2930,0.2326364,0,2930,Not eroded,0,1,1,1,0,0,1,1,1,1,1
2931,0.1462617,4,2931,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2932,0.09112998,5,2932,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2933,0.1324045,3,2933,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2934,0.05625456,2,2934,Not eroded,0,0,0,0,0,0,1,0,1,1,1
2935,0.1774726,4,2935,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2936,0.1858629,2,2936,Not eroded,0,0,0,0,0,0,1,0,1,1,1
2937,0.05626905,3,2937,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2939,0.1645404,5,2939,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2940,0.07949854,6,2940,Not eroded,0,0,0,0,0,0,0,0,0,0,0
2941,0.3031188,0,2941,ERODED,1,1,1,1,1,1,1,1,1,1,1
2943,0.1978672,5,2943,Not eroded,0,1,0,0,0,0,0,0,0,0,1
2944,0.157219,7,2944,Not eroded,0,0,0,0,0,0,0,0,0,0,0
2945,0.2269259,4,2945,Not eroded,0,1,1,0,0,0,0,0,0,1,1
2946,0.1202057,4,2946,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2947,0.2926018,0,2947,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2948,0.128482,3,2948,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2949,0.2751318,0,2949,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2950,0.1896721,4,2950,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2951,0.2867718,0,2951,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2952,0.207852,2,2952,Not eroded,0,1,0,0,0,0,1,0,1,1,1
2953,0.1377159,4,2953,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2954,0.1371169,3,2954,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2955,0.1958369,5,2955,Not eroded,0,1,0,0,0,0,0,0,0,0,1
2957,0.09405032,3,2957,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2958,0.08622243,5,2958,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2960,0.2279461,5,2960,Not eroded,0,1,1,0,0,0,0,0,0,0,1
2961,0.05627284,4,2961,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2962,0.132124,0,2962,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2963,0.2642411,4,2963,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2964,0.0732606,0,2964,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2966,0.1536005,3,2966,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2967,0.2843908,0,2967,ERODED,1,1,1,1,1,1,1,1,1,1,1
2968,0.06930424,4,2968,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2970,0.2600814,5,2970,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2971,0.1021953,5,2971,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2972,0.1824123,5,2972,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2974,0.2078454,5,2974,Not eroded,0,1,0,0,0,0,0,0,0,0,1
2975,0.06121485,4,2975,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2976,0.2688567,3,2976,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2977,0.1187602,0,2977,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2978,0.3068189,0,2978,ERODED,1,1,1,1,1,1,1,1,1,1,1
2979,0.1485388,5,2979,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2981,0.313669,0,2981,ERODED,1,1,1,1,1,1,1,1,1,1,1
2982,0.1797629,5,2982,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2983,0.06533222,3,2983,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2984,0.1194611,3,2984,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2985,0.1080551,3,2985,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2986,0.2572145,4,2986,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2987,0.2314051,0,2987,Not eroded,0,1,1,1,0,0,1,1,1,1,1
2988,0.2936849,0,2988,ERODED,1,1,1,1,1,1,1,1,1,1,1
2989,0.2048245,2,2989,Not eroded,0,1,0,0,0,0,1,0,1,1,1
2991,0.1043462,3,2991,Not eroded,0,0,0,0,0,0,1,0,0,1,1
2992,0.1002337,0,2992,Not eroded,0,0,0,0,0,0,1,1,1,1,1
2993,0.141687,4,2993,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2994,0.05624466,4,2994,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2995,0.07379499,5,2995,Not eroded,0,0,0,0,0,0,0,0,0,0,1
2996,0.10579,4,2996,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2997,0.2864898,0,2997,ERODED,1,1,1,1,1,1,1,1,1,1,1
2998,0.1804446,4,2998,Not eroded,0,0,0,0,0,0,0,0,0,1,1
2999,0.2973579,0,2999,ERODED,1,1,1,1,1,1,1,1,1,1,1
3000,0.08656002,0,3000,Not eroded,0,0,0,0,0,0,1,1,1,1,1
3001,0.2121709,7,3001,Not eroded,0,1,0,0,0,0,0,0,0,0,0
3002,0.1103433,4,3002,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3003,0.1586446,5,3003,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3004,0.1213686,4,3004,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3005,0.2308271,4,3005,Not eroded,0,1,1,1,0,0,0,0,0,1,1
3006,0.1800062,6,3006,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3007,0.2890485,0,3007,ERODED,1,1,1,1,1,1,1,1,1,1,1
3008,0.2116104,4,3008,Not eroded,0,1,0,0,0,0,0,0,0,1,1
3009,0.1029361,0,3009,Not eroded,0,0,0,0,0,0,1,1,1,1,1
3010,0.07594662,4,3010,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3011,0.2225177,4,3011,Not eroded,0,1,1,0,0,0,0,0,0,1,1
3012,0.2238458,0,3012,Not eroded,0,1,1,0,0,0,1,1,1,1,1
3013,0.2880007,4,3013,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3014,0.2157684,3,3014,Not eroded,0,1,0,0,0,0,1,0,0,1,1
3015,0.3126734,0,3015,ERODED,1,1,1,1,1,1,1,1,1,1,1
3017,0.2022562,4,3017,Not eroded,0,1,0,0,0,0,0,0,0,1,1
3018,0.2491651,2,3018,Not eroded,0,1,1,1,1,0,1,0,1,1,1
3019,0.05621398,3,3019,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3020,0.1666077,5,3020,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3021,0.07336988,6,3021,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3022,0.1926333,4,3022,Not eroded,0,1,0,0,0,0,0,0,0,1,1
3024,0.2528549,0,3024,ERODED,1,1,1,1,1,1,1,1,1,1,1
3025,0.1561359,0,3025,Not eroded,0,0,0,0,0,0,1,1,1,1,1
3026,0.1201926,2,3026,Not eroded,0,0,0,0,0,0,1,0,1,1,1
3027,0.1569174,4,3027,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3028,0.1801079,4,3028,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3029,0.07279241,5,3029,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3030,0.08656668,3,3030,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3031,0.1899331,3,3031,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3032,0.1941152,5,3032,Not eroded,0,1,0,0,0,0,0,0,0,0,1
3033,0.2374029,2,3033,ERODED,1,1,1,1,0,0,1,0,1,1,1
3034,0.1311611,4,3034,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3035,0.2784998,3,3035,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3036,0.176376,4,3036,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3037,0.06603497,6,3037,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3038,0.259152,5,3038,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3039,0.2062278,5,3039,Not eroded,0,1,0,0,0,0,0,0,0,0,1
3040,0.1451686,0,3040,Not eroded,0,0,0,0,0,0,1,1,1,1,1
3041,0.06658689,4,3041,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3042,0.1782649,3,3042,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3043,0.08589286,6,3043,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3044,0.2995702,0,3044,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3045,0.2706761,0,3045,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3046,0.2564912,0,3046,ERODED,1,1,1,1,1,1,1,1,1,1,1
3047,0.1604438,5,3047,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3048,0.108911,3,3048,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3049,0.2876988,0,3049,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3050,0.2323894,3,3050,ERODED,1,1,1,1,0,0,1,0,0,1,1
3051,0.0647248,7,3051,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3052,0.1675592,4,3052,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3053,0.2145285,5,3053,Not eroded,0,1,0,0,0,0,0,0,0,0,1
3054,0.2908976,0,3054,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3055,0.05634918,0,3055,Not eroded,0,0,0,0,0,0,1,1,1,1,1
3056,0.289219,0,3056,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3057,0.2782734,5,3057,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3058,0.1421531,4,3058,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3059,0.1665849,6,3059,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3061,0.220876,2,3061,Not eroded,0,1,1,0,0,0,1,0,1,1,1
3062,0.1462672,3,3062,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3063,0.153531,6,3063,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3064,0.05623863,4,3064,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3065,0.1005626,5,3065,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3066,0.1158921,7,3066,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3067,0.05626027,3,3067,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3068,0.1141106,4,3068,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3069,0.1688849,5,3069,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3070,0.2857287,0,3070,ERODED,1,1,1,1,1,1,1,1,1,1,1
3071,0.1278603,4,3071,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3072,0.2778734,0,3072,ERODED,1,1,1,1,1,1,1,1,1,1,1
3073,0.2644547,3,3073,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3074,0.1240053,3,3074,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3076,0.2951241,0,3076,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3077,0.1833927,3,3077,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3078,0.1005646,4,3078,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3079,0.2483178,4,3079,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3080,0.2612773,4,3080,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3081,0.2124385,0,3081,Not eroded,0,1,0,0,0,0,1,1,1,1,1
3083,0.09346845,4,3083,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3084,0.05619456,4,3084,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3085,0.1658126,0,3085,Not eroded,0,0,0,0,0,0,1,1,1,1,1
3086,0.2408955,5,3086,Not eroded,0,1,1,1,1,0,0,0,0,0,1
3087,0.09681965,5,3087,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3088,0.2857122,4,3088,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3089,0.2700747,0,3089,ERODED,1,1,1,1,1,1,1,1,1,1,1
3091,0.06152062,2,3091,Not eroded,0,0,0,0,0,0,1,0,1,1,1
3092,0.3179278,0,3092,ERODED,1,1,1,1,1,1,1,1,1,1,1
3093,0.1579886,3,3093,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3095,0.1186244,6,3095,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3096,0.248557,0,3096,ERODED,1,1,1,1,1,0,1,1,1,1,1
3097,0.05627071,2,3097,Not eroded,0,0,0,0,0,0,1,0,1,1,1
3098,0.1964677,5,3098,Not eroded,0,1,0,0,0,0,0,0,0,0,1
3099,0.309051,0,3099,ERODED,1,1,1,1,1,1,1,1,1,1,1
3100,0.2800159,5,3100,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3101,0.09833108,8,3101,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3102,0.2002764,0,3102,Not eroded,0,1,0,0,0,0,1,1,1,1,1
3103,0.2903429,0,3103,ERODED,1,1,1,1,1,1,1,1,1,1,1
3105,0.1117647,5,3105,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3106,0.1536009,0,3106,Not eroded,0,0,0,0,0,0,1,1,1,1,1
3107,0.2828192,3,3107,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3108,0.1751785,3,3108,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3109,0.2970564,0,3109,ERODED,1,1,1,1,1,1,1,1,1,1,1
3110,0.09812515,5,3110,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3112,0.0653684,3,3112,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3113,0.06204596,6,3113,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3114,0.1628411,3,3114,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3115,0.2446727,3,3115,Not eroded,0,1,1,1,1,0,1,0,0,1,1
3116,0.3260377,0,3116,ERODED,1,1,1,1,1,1,1,1,1,1,1
3117,0.1905856,3,3117,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3118,0.06250905,4,3118,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3119,0.2613393,4,3119,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3120,0.2014076,4,3120,Not eroded,0,1,0,0,0,0,0,0,0,1,1
3121,0.3016946,4,3121,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3122,0.09912462,3,3122,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3123,0.1048548,4,3123,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3124,0.1989189,0,3124,Not eroded,0,1,0,0,0,0,1,1,1,1,1
3125,0.1721473,6,3125,Not eroded,0,0,0,0,0,0,0,0,0,0,0
3126,0.311948,0,3126,ERODED,1,1,1,1,1,1,1,1,1,1,1
3127,0.226921,3,3127,Not eroded,0,1,1,0,0,0,1,0,0,1,1
3128,0.1072232,5,3128,Not eroded,0,0,0,0,0,0,0,0,0,0,1
3129,0.1420292,4,3129,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3132,0.151106,3,3132,Not eroded,0,0,0,0,0,0,1,0,0,1,1
3133,0.3339625,0,3133,ERODED,1,1,1,1,1,1,1,1,1,1,1
3134,0.06241909,4,3134,Not eroded,0,0,0,0,0,0,0,0,0,1,1
3135,0.1191135,3,3135,Not eroded,0,0,0,0,0,0,1,0,0,1,1
