Before erosion ID,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 Connectivity,2 Connectivity,4 Connectivity,5 Connectivity
4881,0.2251278,5,4881,Not eroded,0,1,1,0,0,0,0,0,0,0,1
4882,0.05626904,5,4882,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4883,0.1354869,4,4883,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4884,0.1743405,4,4884,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4886,0.2615316,0,4886,Not eroded,0,1,1,1,1,1,1,1,1,1,1
4887,0.2629632,6,4887,Not eroded,0,1,1,1,1,1,0,0,0,0,0
4888,0.08942539,5,4888,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4889,0.0662707,4,4889,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4891,0.149773,2,4891,Not eroded,0,0,0,0,0,0,1,0,1,1,1
4892,0.2848208,4,4892,Not eroded,0,1,1,1,1,1,0,0,0,1,1
4893,0.2941471,0,4893,ERODED,1,1,1,1,1,1,1,1,1,1,1
4894,0.1009433,0,4894,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4895,0.1465566,3,4895,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4896,0.1158405,5,4896,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4898,0.2391788,0,4898,Not eroded,0,1,1,1,0,0,1,1,1,1,1
4899,0.09228838,4,4899,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4900,0.09904609,4,4900,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4901,0.1204932,4,4901,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4902,0.3276012,0,4902,ERODED,1,1,1,1,1,1,1,1,1,1,1
4903,0.1583924,5,4903,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4904,0.09623367,5,4904,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4906,0.1661868,3,4906,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4907,0.274125,4,4907,Not eroded,0,1,1,1,1,1,0,0,0,1,1
4908,0.2314333,4,4908,Not eroded,0,1,1,1,0,0,0,0,0,1,1
4909,0.05663105,4,4909,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4910,0.1401853,4,4910,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4911,0.2361613,0,4911,Not eroded,0,1,1,1,0,0,1,1,1,1,1
4913,0.2206748,4,4913,Not eroded,0,1,1,0,0,0,0,0,0,1,1
4914,0.3149903,0,4914,ERODED,1,1,1,1,1,1,1,1,1,1,1
4915,0.07832597,3,4915,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4916,0.2889327,0,4916,ERODED,1,1,1,1,1,1,1,1,1,1,1
4917,0.2948119,3,4917,Not eroded,0,1,1,1,1,1,1,0,0,1,1
4918,0.09391066,0,4918,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4919,0.05623388,5,4919,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4922,0.2337175,3,4922,Not eroded,0,1,1,1,0,0,1,0,0,1,1
4923,0.2826376,4,4923,Not eroded,0,1,1,1,1,1,0,0,0,1,1
4924,0.266678,4,4924,Not eroded,0,1,1,1,1,1,0,0,0,1,1
4925,0.0647518,0,4925,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4926,0.0683287,5,4926,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4929,0.2988909,0,4929,ERODED,1,1,1,1,1,1,1,1,1,1,1
4930,0.1121084,4,4930,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4931,0.2178251,4,4931,Not eroded,0,1,0,0,0,0,0,0,0,1,1
4932,0.2488468,0,4932,Not eroded,0,1,1,1,1,0,1,1,1,1,1
4933,0.2559193,4,4933,Not eroded,0,1,1,1,1,1,0,0,0,1,1
4934,0.1938606,5,4934,Not eroded,0,1,0,0,0,0,0,0,0,0,1
4935,0.2053412,0,4935,Not eroded,0,1,0,0,0,0,1,1,1,1,1
4936,0.1713369,4,4936,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4937,0.1474533,3,4937,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4938,0.05633603,0,4938,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4939,0.317279,0,4939,ERODED,1,1,1,1,1,1,1,1,1,1,1
4940,0.2644542,0,4940,ERODED,1,1,1,1,1,1,1,1,1,1,1
4941,0.07835974,0,4941,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4942,0.1877226,5,4942,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4943,0.05626833,5,4943,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4944,0.2030186,4,4944,Not eroded,0,1,0,0,0,0,0,0,0,1,1
4945,0.08548145,3,4945,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4946,0.1254397,5,4946,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4948,0.1056947,0,4948,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4949,0.1720541,0,4949,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4950,0.07285927,4,4950,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4951,0.2609123,4,4951,Not eroded,0,1,1,1,1,1,0,0,0,1,1
4952,0.1452141,5,4952,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4953,0.1309895,5,4953,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4954,0.08134357,4,4954,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4955,0.1755232,5,4955,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4956,0.2078042,4,4956,Not eroded,0,1,0,0,0,0,0,0,0,1,1
4957,0.1378535,3,4957,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4958,0.1872928,3,4958,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4960,0.2337568,4,4960,Not eroded,0,1,1,1,0,0,0,0,0,1,1
4961,0.2019953,2,4961,Not eroded,0,1,0,0,0,0,1,0,1,1,1
4962,0.2230679,3,4962,Not eroded,0,1,1,0,0,0,1,0,0,1,1
4963,0.2077593,6,4963,Not eroded,0,1,0,0,0,0,0,0,0,0,0
4964,0.1952663,4,4964,Not eroded,0,1,0,0,0,0,0,0,0,1,1
4965,0.1703623,0,4965,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4966,0.05626126,3,4966,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4967,0.05625992,5,4967,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4968,0.2623403,0,4968,Not eroded,0,1,1,1,1,1,1,1,1,1,1
4969,0.1287233,0,4969,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4971,0.1528137,6,4971,Not eroded,0,0,0,0,0,0,0,0,0,0,0
4972,0.317805,0,4972,ERODED,1,1,1,1,1,1,1,1,1,1,1
4973,0.1818122,0,4973,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4974,0.2192818,5,4974,Not eroded,0,1,0,0,0,0,0,0,0,0,1
4975,0.1706191,4,4975,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4976,0.2143178,7,4976,Not eroded,0,1,0,0,0,0,0,0,0,0,0
4977,0.05669912,1,4977,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4978,0.2576126,0,4978,Not eroded,0,1,1,1,1,1,1,1,1,1,1
4979,0.08305998,4,4979,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4980,0.2235038,3,4980,Not eroded,0,1,1,0,0,0,1,0,0,1,1
4981,0.0658272,4,4981,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4982,0.1001713,5,4982,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4983,0.3196893,0,4983,ERODED,1,1,1,1,1,1,1,1,1,1,1
4984,0.2041663,5,4984,Not eroded,0,1,0,0,0,0,0,0,0,0,1
4985,0.05624653,3,4985,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4986,0.1126521,4,4986,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4987,0.285723,0,4987,ERODED,1,1,1,1,1,1,1,1,1,1,1
4990,0.2290638,0,4990,ERODED,1,1,1,0,0,0,1,1,1,1,1
4991,0.05620605,2,4991,Not eroded,0,0,0,0,0,0,1,0,1,1,1
4992,0.3182545,0,4992,ERODED,1,1,1,1,1,1,1,1,1,1,1
4993,0.174766,3,4993,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4994,0.1779711,0,4994,Not eroded,0,0,0,0,0,0,1,1,1,1,1
4995,0.06645262,4,4995,Not eroded,0,0,0,0,0,0,0,0,0,1,1
4996,0.1695249,5,4996,Not eroded,0,0,0,0,0,0,0,0,0,0,1
4997,0.0815252,3,4997,Not eroded,0,0,0,0,0,0,1,0,0,1,1
4998,0.2780569,0,4998,Not eroded,0,1,1,1,1,1,1,1,1,1,1
4999,0.1424724,7,4999,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5000,0.1575644,3,5000,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5001,0.309392,0,5001,ERODED,1,1,1,1,1,1,1,1,1,1,1
5002,0.07674442,0,5002,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5003,0.1058752,5,5003,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5004,0.2031172,0,5004,Not eroded,0,1,0,0,0,0,1,1,1,1,1
5005,0.2853587,0,5005,ERODED,1,1,1,1,1,1,1,1,1,1,1
5006,0.1559158,4,5006,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5007,0.326012,0,5007,ERODED,1,1,1,1,1,1,1,1,1,1,1
5008,0.05620164,4,5008,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5010,0.1940253,5,5010,Not eroded,0,1,0,0,0,0,0,0,0,0,1
5011,0.3261706,0,5011,ERODED,1,1,1,1,1,1,1,1,1,1,1
5012,0.139323,5,5012,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5013,0.05620105,5,5013,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5016,0.227709,5,5016,Not eroded,0,1,1,0,0,0,0,0,0,0,1
5017,0.08931413,4,5017,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5018,0.2591215,3,5018,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5019,0.1484475,3,5019,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5020,0.1119347,3,5020,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5021,0.2035771,4,5021,Not eroded,0,1,0,0,0,0,0,0,0,1,1
5022,0.2103744,3,5022,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5023,0.2081731,3,5023,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5024,0.2109238,6,5024,Not eroded,0,1,0,0,0,0,0,0,0,0,0
5025,0.143912,4,5025,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5026,0.232889,4,5026,ERODED,1,1,1,1,0,0,0,0,0,1,1
5027,0.2390762,4,5027,Not eroded,0,1,1,1,0,0,0,0,0,1,1
5028,0.2404264,5,5028,Not eroded,0,1,1,1,1,0,0,0,0,0,1
5029,0.1914491,5,5029,Not eroded,0,1,0,0,0,0,0,0,0,0,1
5030,0.2720899,4,5030,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5031,0.3155509,0,5031,ERODED,1,1,1,1,1,1,1,1,1,1,1
5032,0.09425408,3,5032,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5033,0.135118,3,5033,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5034,0.2499464,5,5034,Not eroded,0,1,1,1,1,0,0,0,0,0,1
5035,0.1573853,4,5035,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5036,0.3198403,0,5036,ERODED,1,1,1,1,1,1,1,1,1,1,1
5037,0.3136479,0,5037,ERODED,1,1,1,1,1,1,1,1,1,1,1
5038,0.07900611,4,5038,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5039,0.3005003,0,5039,ERODED,1,1,1,1,1,1,1,1,1,1,1
5040,0.07432029,3,5040,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5041,0.1583889,5,5041,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5043,0.1134732,0,5043,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5044,0.213245,2,5044,Not eroded,0,1,0,0,0,0,1,0,1,1,1
5045,0.247314,3,5045,ERODED,1,1,1,1,1,0,1,0,0,1,1
5046,0.2721288,0,5046,ERODED,1,1,1,1,1,1,1,1,1,1,1
5047,0.2891796,3,5047,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5048,0.2615303,0,5048,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5050,0.08202805,5,5050,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5051,0.1203749,4,5051,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5052,0.2643564,5,5052,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5053,0.2327024,2,5053,Not eroded,0,1,1,1,0,0,1,0,1,1,1
5054,0.3071666,0,5054,ERODED,1,1,1,1,1,1,1,1,1,1,1
5055,0.05901595,4,5055,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5056,0.2469689,4,5056,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5057,0.08616029,4,5057,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5058,0.1449811,3,5058,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5059,0.1954428,3,5059,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5060,0.313587,1,5060,ERODED,1,1,1,1,1,1,1,1,1,1,1
5061,0.2118285,3,5061,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5062,0.1939877,3,5062,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5063,0.0716865,4,5063,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5064,0.2377587,5,5064,Not eroded,0,1,1,1,0,0,0,0,0,0,1
5065,0.3035663,0,5065,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5067,0.3177517,0,5067,ERODED,1,1,1,1,1,1,1,1,1,1,1
5068,0.08656077,0,5068,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5069,0.2420703,3,5069,Not eroded,0,1,1,1,1,0,1,0,0,1,1
5070,0.2498433,0,5070,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5071,0.2056434,6,5071,Not eroded,0,1,0,0,0,0,0,0,0,0,0
5072,0.05624513,5,5072,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5073,0.1395629,5,5073,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5074,0.1252379,4,5074,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5075,0.1383027,3,5075,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5076,0.295994,0,5076,ERODED,1,1,1,1,1,1,1,1,1,1,1
5077,0.3186883,0,5077,ERODED,1,1,1,1,1,1,1,1,1,1,1
5078,0.2378908,0,5078,Not eroded,0,1,1,1,0,0,1,1,1,1,1
5079,0.1919017,4,5079,Not eroded,0,1,0,0,0,0,0,0,0,1,1
5080,0.07189564,3,5080,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5081,0.0881195,5,5081,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5082,0.2459085,3,5082,ERODED,1,1,1,1,1,0,1,0,0,1,1
5083,0.07824079,6,5083,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5085,0.1293033,3,5085,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5086,0.1834627,4,5086,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5087,0.08219621,0,5087,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5089,0.1792866,0,5089,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5090,0.1223253,5,5090,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5091,0.07864906,4,5091,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5092,0.2129846,4,5092,Not eroded,0,1,0,0,0,0,0,0,0,1,1
5093,0.1888593,5,5093,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5094,0.1309266,5,5094,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5095,0.1406938,3,5095,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5096,0.1001253,5,5096,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5097,0.1882281,0,5097,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5098,0.1755923,4,5098,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5099,0.3025945,0,5099,ERODED,1,1,1,1,1,1,1,1,1,1,1
5102,0.06168229,5,5102,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5103,0.1126238,4,5103,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5104,0.312867,0,5104,ERODED,1,1,1,1,1,1,1,1,1,1,1
5105,0.05642241,0,5105,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5106,0.1157824,5,5106,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5107,0.1362545,0,5107,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5108,0.2389438,0,5108,Not eroded,0,1,1,1,0,0,1,1,1,1,1
5109,0.2011118,3,5109,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5110,0.06582181,5,5110,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5111,0.1426612,2,5111,Not eroded,0,0,0,0,0,0,1,0,1,1,1
5113,0.0562479,5,5113,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5114,0.1696657,5,5114,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5115,0.06408346,5,5115,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5116,0.08210085,0,5116,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5117,0.238551,3,5117,Not eroded,0,1,1,1,0,0,1,0,0,1,1
5118,0.248504,0,5118,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5120,0.05624869,4,5120,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5121,0.2606823,0,5121,ERODED,1,1,1,1,1,1,1,1,1,1,1
5122,0.2715325,5,5122,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5123,0.2903112,5,5123,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5124,0.1038127,5,5124,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5126,0.2745982,3,5126,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5127,0.2388157,0,5127,Not eroded,0,1,1,1,0,0,1,1,1,1,1
5128,0.2777175,0,5128,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5129,0.1780285,5,5129,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5130,0.3171446,0,5130,ERODED,1,1,1,1,1,1,1,1,1,1,1
5131,0.3262285,0,5131,ERODED,1,1,1,1,1,1,1,1,1,1,1
5132,0.1002446,3,5132,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5133,0.1401708,6,5133,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5134,0.1677725,2,5134,Not eroded,0,0,0,0,0,0,1,0,1,1,1
5135,0.2013451,5,5135,Not eroded,0,1,0,0,0,0,0,0,0,0,1
5137,0.1927253,3,5137,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5138,0.1467889,4,5138,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5139,0.2606488,3,5139,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5140,0.1292228,4,5140,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5141,0.1696805,6,5141,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5142,0.05624377,4,5142,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5143,0.149094,5,5143,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5144,0.08986903,5,5144,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5145,0.141726,3,5145,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5146,0.06229107,6,5146,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5147,0.2177866,3,5147,Not eroded,0,1,0,0,0,0,1,0,0,1,1
5148,0.2464695,3,5148,Not eroded,0,1,1,1,1,0,1,0,0,1,1
5149,0.2628764,0,5149,ERODED,1,1,1,1,1,1,1,1,1,1,1
5150,0.2823853,0,5150,ERODED,1,1,1,1,1,1,1,1,1,1,1
5151,0.06677306,0,5151,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5152,0.0653611,4,5152,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5153,0.2892924,0,5153,ERODED,1,1,1,1,1,1,1,1,1,1,1
5154,0.2913403,0,5154,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5155,0.0587127,2,5155,Not eroded,0,0,0,0,0,0,1,0,1,1,1
5156,0.1172389,5,5156,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5157,0.0562694,4,5157,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5158,0.1592223,6,5158,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5159,0.2553022,5,5159,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5160,0.1047751,5,5160,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5161,0.2828664,6,5161,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5162,0.2058179,5,5162,Not eroded,0,1,0,0,0,0,0,0,0,0,1
5165,0.2142444,4,5165,Not eroded,0,1,0,0,0,0,0,0,0,1,1
5167,0.2302008,5,5167,Not eroded,0,1,1,1,0,0,0,0,0,0,1
5168,0.2956913,0,5168,ERODED,1,1,1,1,1,1,1,1,1,1,1
5169,0.279085,0,5169,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5170,0.05635219,4,5170,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5171,0.3113476,0,5171,ERODED,1,1,1,1,1,1,1,1,1,1,1
5172,0.1738496,6,5172,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5173,0.1416529,5,5173,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5174,0.1296174,0,5174,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5176,0.05624782,4,5176,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5177,0.1962949,4,5177,Not eroded,0,1,0,0,0,0,0,0,0,1,1
5178,0.07141677,4,5178,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5179,0.2429429,0,5179,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5180,0.2474483,4,5180,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5182,0.2335394,0,5182,Not eroded,0,1,1,1,0,0,1,1,1,1,1
5183,0.06750917,5,5183,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5184,0.2170565,6,5184,Not eroded,0,1,0,0,0,0,0,0,0,0,0
5185,0.2027085,0,5185,Not eroded,0,1,0,0,0,0,1,1,1,1,1
5186,0.134663,6,5186,Not eroded,0,0,0,0,0,0,0,0,0,0,0
5187,0.08453591,3,5187,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5188,0.2904993,4,5188,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5189,0.06986597,4,5189,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5191,0.1051873,0,5191,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5193,0.1846432,4,5193,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5194,0.2836014,3,5194,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5195,0.2173636,5,5195,Not eroded,0,1,0,0,0,0,0,0,0,0,1
5196,0.240471,5,5196,Not eroded,0,1,1,1,1,0,0,0,0,0,1
5197,0.1806856,2,5197,Not eroded,0,0,0,0,0,0,1,0,1,1,1
5198,0.09742761,4,5198,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5199,0.3273816,0,5199,ERODED,1,1,1,1,1,1,1,1,1,1,1
5200,0.1510155,3,5200,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5201,0.1234099,3,5201,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5202,0.05624378,4,5202,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5204,0.2695446,0,5204,ERODED,1,1,1,1,1,1,1,1,1,1,1
5205,0.309468,0,5205,ERODED,1,1,1,1,1,1,1,1,1,1,1
5206,0.1016649,5,5206,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5207,0.320524,0,5207,ERODED,1,1,1,1,1,1,1,1,1,1,1
5209,0.1316904,5,5209,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5210,0.2265663,4,5210,Not eroded,0,1,1,0,0,0,0,0,0,1,1
5211,0.26859,0,5211,ERODED,1,1,1,1,1,1,1,1,1,1,1
5212,0.07177609,4,5212,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5213,0.3041623,0,5213,ERODED,1,1,1,1,1,1,1,1,1,1,1
5214,0.08879481,2,5214,Not eroded,0,0,0,0,0,0,1,0,1,1,1
5215,0.2927274,0,5215,ERODED,1,1,1,1,1,1,1,1,1,1,1
5216,0.1907634,5,5216,Not eroded,0,1,0,0,0,0,0,0,0,0,1
5217,0.05700436,4,5217,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5218,0.1240959,4,5218,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5219,0.08226387,3,5219,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5220,0.2280639,5,5220,Not eroded,0,1,1,0,0,0,0,0,0,0,1
5221,0.2922058,0,5221,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5222,0.08756917,4,5222,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5223,0.1303077,0,5223,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5224,0.1279153,0,5224,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5225,0.2754827,3,5225,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5226,0.1825292,4,5226,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5227,0.2825951,3,5227,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5228,0.09453579,3,5228,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5229,0.3002197,0,5229,ERODED,1,1,1,1,1,1,1,1,1,1,1
5230,0.06416851,4,5230,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5231,0.1689336,4,5231,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5232,0.08689548,0,5232,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5233,0.1314451,4,5233,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5234,0.1116341,4,5234,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5235,0.06541693,5,5235,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5236,0.05625516,3,5236,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5237,0.1719244,3,5237,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5238,0.1246361,3,5238,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5239,0.2337437,4,5239,Not eroded,0,1,1,1,0,0,0,0,0,1,1
5240,0.05626697,5,5240,Not eroded,0,0,0,0,0,0,0,0,0,0,1
5241,0.05617559,4,5241,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5242,0.211986,6,5242,Not eroded,0,1,0,0,0,0,0,0,0,0,0
5243,0.06658483,3,5243,Not eroded,0,0,0,0,0,0,1,0,0,1,1
5244,0.1030061,4,5244,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5245,0.194439,0,5245,Not eroded,0,1,0,0,0,0,1,1,1,1,1
5246,0.06232222,4,5246,Not eroded,0,0,0,0,0,0,0,0,0,1,1
5248,0.2434488,5,5248,Not eroded,0,1,1,1,1,0,0,0,0,0,1
5249,0.1858754,0,5249,Not eroded,0,0,0,0,0,0,1,1,1,1,1
5251,0.09166475,6,5251,Not eroded,0,0,0,0,0,0,0,0,0,0,0
