Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location Half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity
5109,2.16E-01,2.17E-01,2.99E-01,0,5109,ERODED,1,1,1,1,1,1,1,1,1,1,1
5113,2.18E-01,1.39E-01,2.50E-01,5,5113,Not eroded,0,1,1,1,1,0,0,0,0,0,1
5114,2.18E-01,9.71E-02,3.14E-01,0,5114,ERODED,1,1,1,1,1,1,1,1,1,1,1
5116,1.77E-01,2.62E-01,2.84E-01,4,5116,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5119,3.24E-01,2.92E-01,2.71E-01,0,5119,ERODED,1,1,1,1,1,1,1,1,1,1,1
5124,3.18E-01,1.21E-01,3.07E-01,0,5124,ERODED,1,1,1,1,1,1,1,1,1,1,1
5128,5.62E-02,2.35E-01,2.88E-01,0,5128,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5135,1.40E-01,1.79E-01,2.92E-01,5,5135,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5139,2.16E-01,1.22E-01,2.84E-01,4,5139,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5141,2.23E-01,2.04E-01,2.79E-01,4,5141,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5142,1.64E-01,3.13E-01,2.93E-01,0,5142,ERODED,1,1,1,1,1,1,1,1,1,1,1
5149,3.24E-01,2.01E-01,2.99E-01,0,5149,ERODED,1,1,1,1,1,1,1,1,1,1,1
5151,3.01E-01,2.15E-01,2.84E-01,0,5151,ERODED,1,1,1,1,1,1,1,1,1,1,1
5152,1.62E-01,3.13E-01,3.28E-01,0,5152,ERODED,1,1,1,1,1,1,1,1,1,1,1
5155,2.77E-01,1.71E-01,2.63E-01,5,5155,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5158,2.19E-01,2.15E-01,2.88E-01,6,5158,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5160,2.73E-01,9.24E-02,2.94E-01,3,5160,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5163,5.64E-02,8.08E-02,3.10E-01,0,5163,ERODED,1,1,1,1,1,1,1,1,1,1,1
5164,1.05E-01,2.01E-01,2.65E-01,4,5164,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5170,1.18E-01,5.64E-02,2.84E-01,2,5170,Not eroded,0,1,1,1,1,1,1,0,1,1,1
5174,2.19E-01,1.28E-01,2.77E-01,3,5174,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5176,9.44E-02,2.26E-01,3.11E-01,3,5176,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5177,1.19E-01,3.13E-01,3.18E-01,0,5177,ERODED,1,1,1,1,1,1,1,1,1,1,1
5186,2.41E-01,3.05E-01,2.45E-01,0,5186,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5187,6.25E-02,1.20E-01,2.76E-01,4,5187,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5189,3.24E-01,2.11E-01,3.02E-01,0,5189,ERODED,1,1,1,1,1,1,1,1,1,1,1
5193,3.04E-01,2.89E-01,2.78E-01,0,5193,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5194,1.37E-01,1.44E-01,2.96E-01,3,5194,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5196,3.24E-01,6.93E-02,3.05E-01,0,5196,ERODED,1,1,1,1,1,1,1,1,1,1,1
5202,5.65E-02,8.43E-02,3.20E-01,0,5202,ERODED,1,1,1,1,1,1,1,1,1,1,1
5211,2.49E-01,2.15E-01,3.25E-01,0,5211,ERODED,1,1,1,1,1,1,1,1,1,1,1
5212,5.62E-02,1.12E-01,2.77E-01,3,5212,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5214,1.67E-01,1.12E-01,3.25E-01,0,5214,ERODED,1,1,1,1,1,1,1,1,1,1,1
5228,3.23E-01,6.54E-02,2.75E-01,0,5228,ERODED,1,1,1,1,1,1,1,1,1,1,1
5230,1.68E-01,7.55E-02,2.66E-01,4,5230,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5231,1.99E-01,3.24E-01,2.62E-01,3,5231,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5232,3.24E-01,3.24E-01,3.09E-01,0,5232,ERODED,1,1,1,1,1,1,1,1,1,1,1
5233,1.87E-01,2.76E-01,3.00E-01,3,5233,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5235,2.45E-01,1.35E-01,3.02E-01,0,5235,ERODED,1,1,1,1,1,1,1,1,1,1,1
5236,3.24E-01,2.21E-01,2.86E-01,0,5236,ERODED,1,1,1,1,1,1,1,1,1,1,1
5245,1.58E-01,2.89E-01,2.47E-01,4,5245,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5247,3.07E-01,1.08E-01,2.72E-01,0,5247,ERODED,1,1,1,1,1,1,1,1,1,1,1
5254,1.01E-01,5.64E-02,2.56E-01,3,5254,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5255,1.53E-01,9.90E-02,2.56E-01,5,5255,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5257,2.89E-01,8.11E-02,2.62E-01,4,5257,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5258,1.48E-01,2.55E-01,3.09E-01,0,5258,ERODED,1,1,1,1,1,1,1,1,1,1,1
5262,1.14E-01,1.86E-01,2.61E-01,4,5262,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5263,2.13E-01,2.84E-01,2.78E-01,4,5263,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5270,1.80E-01,1.83E-01,3.20E-01,0,5270,ERODED,1,1,1,1,1,1,1,1,1,1,1
5272,2.15E-01,1.76E-01,2.87E-01,4,5272,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5280,2.92E-01,3.23E-01,2.96E-01,0,5280,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5284,8.56E-02,1.60E-01,2.71E-01,6,5284,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5287,3.24E-01,5.66E-02,2.95E-01,0,5287,ERODED,1,1,1,1,1,1,1,1,1,1,1
5295,1.02E-01,2.49E-01,2.64E-01,4,5295,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5297,2.36E-01,2.82E-01,2.91E-01,0,5297,ERODED,1,1,1,1,1,1,1,1,1,1,1
5298,2.22E-01,1.70E-01,2.83E-01,2,5298,Not eroded,0,1,1,1,1,1,1,0,1,1,1
5299,2.43E-01,1.70E-01,2.70E-01,3,5299,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5302,1.40E-01,2.50E-01,2.55E-01,0,5302,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5305,1.75E-01,3.24E-01,2.83E-01,4,5305,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5307,1.25E-01,1.49E-01,2.42E-01,4,5307,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5310,3.17E-01,3.15E-01,2.77E-01,0,5310,ERODED,1,1,1,1,1,1,1,1,1,1,1
5311,1.39E-01,1.21E-01,2.91E-01,4,5311,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5312,1.50E-01,7.11E-02,2.61E-01,4,5312,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5316,1.99E-01,1.57E-01,3.10E-01,0,5316,ERODED,1,1,1,1,1,1,1,1,1,1,1
5317,1.46E-01,3.19E-01,2.97E-01,0,5317,ERODED,1,1,1,1,1,1,1,1,1,1,1
5319,2.46E-01,1.32E-01,3.11E-01,0,5319,ERODED,1,1,1,1,1,1,1,1,1,1,1
5325,9.24E-02,2.01E-01,2.49E-01,3,5325,Not eroded,0,1,1,1,1,0,1,0,0,1,1
5326,3.16E-01,2.23E-01,2.92E-01,0,5326,ERODED,1,1,1,1,1,1,1,1,1,1,1
5327,1.03E-01,3.13E-01,3.10E-01,0,5327,ERODED,1,1,1,1,1,1,1,1,1,1,1
5330,2.21E-01,1.29E-01,2.88E-01,4,5330,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5331,1.84E-01,1.10E-01,3.03E-01,0,5331,ERODED,1,1,1,1,1,1,1,1,1,1,1
5334,2.93E-01,1.80E-01,2.94E-01,0,5334,ERODED,1,1,1,1,1,1,1,1,1,1,1
5337,1.38E-01,2.25E-01,2.88E-01,4,5337,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5341,2.04E-01,2.91E-01,2.70E-01,0,5341,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5349,2.48E-01,1.39E-01,3.24E-01,0,5349,ERODED,1,1,1,1,1,1,1,1,1,1,1
5353,6.28E-02,3.05E-01,2.96E-01,0,5353,ERODED,1,1,1,1,1,1,1,1,1,1,1
5359,2.46E-01,6.95E-02,3.27E-01,0,5359,ERODED,1,1,1,1,1,1,1,1,1,1,1
5365,2.39E-01,1.28E-01,3.17E-01,2,5365,Not eroded,0,1,1,1,1,1,1,0,1,1,1
5367,2.22E-01,1.30E-01,3.25E-01,0,5367,ERODED,1,1,1,1,1,1,1,1,1,1,1
5374,2.27E-01,9.34E-02,3.19E-01,0,5374,ERODED,1,1,1,1,1,1,1,1,1,1,1
5380,2.59E-01,2.17E-01,2.44E-01,0,5380,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5383,2.52E-01,1.58E-01,3.17E-01,0,5383,ERODED,1,1,1,1,1,1,1,1,1,1,1
5384,1.35E-01,9.69E-02,2.89E-01,3,5384,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5387,1.45E-01,6.98E-02,2.77E-01,4,5387,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5388,6.39E-02,3.14E-01,3.34E-01,0,5388,ERODED,1,1,1,1,1,1,1,1,1,1,1
5392,1.71E-01,2.91E-01,2.80E-01,3,5392,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5397,1.57E-01,8.12E-02,3.12E-01,0,5397,ERODED,1,1,1,1,1,1,1,1,1,1,1
5399,2.03E-01,2.22E-01,2.52E-01,3,5399,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5401,2.08E-01,2.48E-01,2.43E-01,0,5401,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5402,2.16E-01,3.24E-01,3.29E-01,0,5402,ERODED,1,1,1,1,1,1,1,1,1,1,1
5404,1.18E-01,1.19E-01,2.71E-01,0,5404,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5405,1.97E-01,7.94E-02,2.86E-01,0,5405,ERODED,1,1,1,1,1,1,1,1,1,1,1
5407,1.07E-01,1.84E-01,2.78E-01,7,5407,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5414,1.50E-01,2.77E-01,2.70E-01,0,5414,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5422,8.64E-02,2.17E-01,2.59E-01,4,5422,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5423,2.61E-01,2.64E-01,3.10E-01,0,5423,ERODED,1,1,1,1,1,1,1,1,1,1,1
5424,3.16E-01,1.14E-01,2.57E-01,0,5424,ERODED,1,1,1,1,1,1,1,1,1,1,1
5438,5.62E-02,3.15E-01,3.04E-01,0,5438,ERODED,1,1,1,1,1,1,1,1,1,1,1
5440,8.76E-02,1.78E-01,2.93E-01,4,5440,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5441,2.13E-01,3.24E-01,2.59E-01,3,5441,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5442,1.27E-01,1.93E-01,3.13E-01,0,5442,ERODED,1,1,1,1,1,1,1,1,1,1,1
5447,3.00E-01,1.55E-01,2.54E-01,3,5447,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5448,3.24E-01,2.22E-01,3.17E-01,0,5448,ERODED,1,1,1,1,1,1,1,1,1,1,1
5452,1.74E-01,1.04E-01,3.23E-01,0,5452,ERODED,1,1,1,1,1,1,1,1,1,1,1
5454,7.06E-02,1.65E-01,2.46E-01,5,5454,Not eroded,0,1,1,1,1,0,0,0,0,0,1
5455,2.35E-01,6.58E-02,2.98E-01,0,5455,ERODED,1,1,1,1,1,1,1,1,1,1,1
5462,1.37E-01,1.56E-01,2.87E-01,5,5462,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5466,3.23E-01,5.80E-02,3.20E-01,0,5466,ERODED,1,1,1,1,1,1,1,1,1,1,1
5467,5.63E-02,3.05E-01,3.04E-01,0,5467,ERODED,1,1,1,1,1,1,1,1,1,1,1
5476,3.16E-01,1.22E-01,2.88E-01,0,5476,ERODED,1,1,1,1,1,1,1,1,1,1,1
5477,1.76E-01,5.66E-02,3.09E-01,0,5477,ERODED,1,1,1,1,1,1,1,1,1,1,1
5482,2.19E-01,1.71E-01,3.23E-01,0,5482,ERODED,1,1,1,1,1,1,1,1,1,1,1
5485,1.36E-01,3.24E-01,2.98E-01,0,5485,ERODED,1,1,1,1,1,1,1,1,1,1,1
5489,6.58E-02,1.77E-01,2.78E-01,4,5489,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5490,2.56E-01,2.80E-01,2.41E-01,0,5490,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5492,2.78E-01,1.48E-01,3.12E-01,0,5492,ERODED,1,1,1,1,1,1,1,1,1,1,1
5493,1.14E-01,1.89E-01,2.73E-01,4,5493,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5497,5.62E-02,2.52E-01,2.95E-01,0,5497,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5500,1.47E-01,1.53E-01,2.92E-01,4,5500,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5501,2.58E-01,1.70E-01,3.10E-01,0,5501,ERODED,1,1,1,1,1,1,1,1,1,1,1
5504,2.46E-01,1.26E-01,2.97E-01,0,5504,ERODED,1,1,1,1,1,1,1,1,1,1,1
5508,2.75E-01,1.50E-01,2.47E-01,0,5508,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5510,2.81E-01,3.16E-01,2.78E-01,0,5510,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5518,5.63E-02,1.17E-01,2.68E-01,0,5518,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5519,2.81E-01,6.06E-02,2.68E-01,3,5519,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5521,1.51E-01,1.81E-01,2.55E-01,0,5521,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5523,1.64E-01,1.52E-01,2.68E-01,0,5523,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5524,2.12E-01,7.14E-02,3.26E-01,0,5524,ERODED,1,1,1,1,1,1,1,1,1,1,1
5527,5.94E-02,1.31E-01,3.04E-01,3,5527,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5531,2.80E-01,6.42E-02,2.49E-01,0,5531,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5535,1.78E-01,1.72E-01,2.53E-01,5,5535,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5536,8.00E-02,9.88E-02,3.32E-01,0,5536,ERODED,1,1,1,1,1,1,1,1,1,1,1
5540,2.84E-01,1.30E-01,2.49E-01,4,5540,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5541,1.17E-01,1.86E-01,3.25E-01,0,5541,ERODED,1,1,1,1,1,1,1,1,1,1,1
5544,2.79E-01,5.65E-02,2.92E-01,0,5544,ERODED,1,1,1,1,1,1,1,1,1,1,1
5546,9.09E-02,2.56E-01,2.78E-01,5,5546,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5552,1.14E-01,2.16E-01,2.92E-01,0,5552,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5559,2.23E-01,1.20E-01,2.91E-01,5,5559,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5563,6.50E-02,1.69E-01,2.72E-01,7,5563,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5564,2.35E-01,1.73E-01,2.87E-01,0,5564,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5569,2.10E-01,2.27E-01,3.24E-01,0,5569,ERODED,1,1,1,1,1,1,1,1,1,1,1
5574,2.92E-01,2.17E-01,2.81E-01,0,5574,ERODED,1,1,1,1,1,1,1,1,1,1,1
5584,1.96E-01,3.06E-01,2.74E-01,5,5584,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5587,1.39E-01,6.10E-02,3.19E-01,0,5587,ERODED,1,1,1,1,1,1,1,1,1,1,1
5591,6.46E-02,1.36E-01,2.65E-01,8,5591,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5592,6.73E-02,3.01E-01,3.05E-01,0,5592,ERODED,1,1,1,1,1,1,1,1,1,1,1
5593,8.75E-02,2.10E-01,2.49E-01,0,5593,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5597,8.71E-02,2.18E-01,2.85E-01,0,5597,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5600,3.24E-01,2.93E-01,2.61E-01,0,5600,ERODED,1,1,1,1,1,1,1,1,1,1,1
5606,1.30E-01,2.45E-01,2.66E-01,0,5606,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5608,2.34E-01,2.08E-01,2.98E-01,4,5608,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5610,5.63E-02,2.80E-01,2.52E-01,0,5610,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5612,7.77E-02,1.68E-01,2.52E-01,5,5612,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5617,1.73E-01,9.12E-02,3.03E-01,0,5617,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5627,9.12E-02,2.47E-01,2.99E-01,6,5627,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5630,2.07E-01,2.96E-01,2.62E-01,0,5630,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5631,2.09E-01,2.04E-01,3.13E-01,0,5631,ERODED,1,1,1,1,1,1,1,1,1,1,1
5633,9.13E-02,2.03E-01,2.78E-01,3,5633,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5634,1.75E-01,2.27E-01,2.59E-01,6,5634,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5635,6.39E-02,1.63E-01,2.97E-01,3,5635,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5646,2.42E-01,2.71E-01,3.27E-01,0,5646,ERODED,1,1,1,1,1,1,1,1,1,1,1
5649,6.58E-02,2.92E-01,2.99E-01,0,5649,ERODED,1,1,1,1,1,1,1,1,1,1,1
5656,1.30E-01,2.31E-01,2.95E-01,4,5656,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5657,1.46E-01,5.64E-02,2.86E-01,3,5657,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5658,2.18E-01,2.52E-01,2.73E-01,0,5658,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5659,5.63E-02,2.32E-01,2.42E-01,0,5659,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5663,3.23E-01,2.78E-01,3.20E-01,0,5663,ERODED,1,1,1,1,1,1,1,1,1,1,1
5665,7.66E-02,8.20E-02,2.77E-01,4,5665,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5669,2.12E-01,1.04E-01,3.10E-01,0,5669,ERODED,1,1,1,1,1,1,1,1,1,1,1
5671,2.86E-01,1.65E-01,2.46E-01,4,5671,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5672,1.76E-01,1.95E-01,2.93E-01,3,5672,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5673,1.31E-01,1.82E-01,2.41E-01,0,5673,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5677,2.23E-01,1.20E-01,3.25E-01,0,5677,ERODED,1,1,1,1,1,1,1,1,1,1,1
5679,1.82E-01,6.03E-02,3.26E-01,0,5679,ERODED,1,1,1,1,1,1,1,1,1,1,1
5687,2.78E-01,2.13E-01,2.49E-01,0,5687,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5688,3.06E-01,1.60E-01,2.48E-01,4,5688,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5692,1.78E-01,1.15E-01,3.25E-01,0,5692,ERODED,1,1,1,1,1,1,1,1,1,1,1
5694,2.64E-01,2.08E-01,2.44E-01,0,5694,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5698,2.85E-01,9.82E-02,3.21E-01,0,5698,ERODED,1,1,1,1,1,1,1,1,1,1,1
5702,8.30E-02,1.66E-01,2.97E-01,4,5702,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5704,3.05E-01,2.21E-01,2.91E-01,0,5704,ERODED,1,1,1,1,1,1,1,1,1,1,1
5706,2.25E-01,1.65E-01,2.61E-01,3,5706,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5708,2.01E-01,2.84E-01,2.77E-01,4,5708,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5712,3.24E-01,2.26E-01,3.26E-01,0,5712,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5718,1.84E-01,2.08E-01,2.60E-01,3,5718,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5721,3.00E-01,2.80E-01,2.82E-01,0,5721,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5722,2.02E-01,6.57E-02,3.33E-01,0,5722,ERODED,1,1,1,1,1,1,1,1,1,1,1
5726,6.23E-02,7.82E-02,3.26E-01,0,5726,ERODED,1,1,1,1,1,1,1,1,1,1,1
5730,3.00E-01,1.58E-01,2.91E-01,0,5730,ERODED,1,1,1,1,1,1,1,1,1,1,1
5731,2.36E-01,3.00E-01,2.52E-01,0,5731,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5736,1.99E-01,1.92E-01,2.69E-01,4,5736,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5741,1.91E-01,5.68E-02,3.23E-01,0,5741,ERODED,1,1,1,1,1,1,1,1,1,1,1
5743,3.24E-01,2.39E-01,2.96E-01,0,5743,ERODED,1,1,1,1,1,1,1,1,1,1,1
5746,2.22E-01,1.89E-01,2.95E-01,6,5746,Not eroded,0,1,1,1,1,1,0,0,0,0,0
5749,2.87E-01,2.84E-01,2.54E-01,0,5749,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5750,2.18E-01,2.82E-01,2.86E-01,3,5750,ERODED,1,1,1,1,1,1,1,0,0,1,1
5751,2.04E-01,1.16E-01,2.93E-01,5,5751,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5754,2.80E-01,8.79E-02,2.99E-01,3,5754,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5757,3.24E-01,2.59E-01,2.76E-01,3,5757,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5759,2.93E-01,1.38E-01,2.88E-01,0,5759,ERODED,1,1,1,1,1,1,1,1,1,1,1
5761,6.68E-02,2.91E-01,3.17E-01,0,5761,ERODED,1,1,1,1,1,1,1,1,1,1,1
5764,2.84E-01,5.69E-02,3.00E-01,0,5764,ERODED,1,1,1,1,1,1,1,1,1,1,1
5769,1.36E-01,2.00E-01,2.59E-01,0,5769,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5778,1.08E-01,3.23E-01,3.06E-01,0,5778,ERODED,1,1,1,1,1,1,1,1,1,1,1
5779,1.90E-01,1.77E-01,2.60E-01,5,5779,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5781,2.24E-01,3.23E-01,2.94E-01,0,5781,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5782,3.24E-01,1.03E-01,2.66E-01,0,5782,ERODED,1,1,1,1,1,1,1,1,1,1,1
5789,8.86E-02,2.40E-01,3.06E-01,3,5789,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5792,2.14E-01,3.24E-01,2.98E-01,0,5792,ERODED,1,1,1,1,1,1,1,1,1,1,1
5794,2.35E-01,5.71E-02,3.31E-01,0,5794,ERODED,1,1,1,1,1,1,1,1,1,1,1
5799,2.74E-01,1.83E-01,3.25E-01,0,5799,ERODED,1,1,1,1,1,1,1,1,1,1,1
5802,1.02E-01,2.25E-01,3.25E-01,0,5802,ERODED,1,1,1,1,1,1,1,1,1,1,1
5803,1.74E-01,6.45E-02,2.65E-01,3,5803,Not eroded,0,1,1,1,1,1,1,0,0,1,1
5811,2.96E-01,1.73E-01,3.25E-01,0,5811,ERODED,1,1,1,1,1,1,1,1,1,1,1
5813,9.75E-02,1.82E-01,2.76E-01,5,5813,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5817,3.15E-01,1.39E-01,2.44E-01,5,5817,Not eroded,0,1,1,1,1,0,0,0,0,0,1
5822,1.76E-01,1.14E-01,3.00E-01,0,5822,ERODED,1,1,1,1,1,1,1,1,1,1,1
5823,3.09E-01,2.26E-01,2.99E-01,0,5823,ERODED,1,1,1,1,1,1,1,1,1,1,1
5825,1.02E-01,1.16E-01,2.71E-01,0,5825,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5831,1.00E-01,1.66E-01,3.24E-01,0,5831,ERODED,1,1,1,1,1,1,1,1,1,1,1
5833,3.15E-01,1.12E-01,2.76E-01,0,5833,ERODED,1,1,1,1,1,1,1,1,1,1,1
5851,2.99E-01,2.87E-01,2.41E-01,0,5851,Not eroded,0,1,1,1,1,0,1,1,1,1,1
5852,1.33E-01,6.62E-02,2.48E-01,3,5852,Not eroded,0,1,1,1,1,0,1,0,0,1,1
5854,1.57E-01,5.81E-02,3.29E-01,0,5854,ERODED,1,1,1,1,1,1,1,1,1,1,1
5860,5.62E-02,1.80E-01,2.77E-01,4,5860,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5865,7.78E-02,1.65E-01,2.75E-01,5,5865,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5877,8.88E-02,1.52E-01,2.76E-01,5,5877,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5881,3.21E-01,2.04E-01,3.09E-01,0,5881,ERODED,1,1,1,1,1,1,1,1,1,1,1
5883,1.85E-01,1.55E-01,3.18E-01,0,5883,ERODED,1,1,1,1,1,1,1,1,1,1,1
5885,9.57E-02,2.24E-01,3.02E-01,4,5885,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5893,8.65E-02,1.07E-01,3.17E-01,0,5893,ERODED,1,1,1,1,1,1,1,1,1,1,1
5895,7.42E-02,7.22E-02,2.77E-01,4,5895,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5896,2.85E-01,3.15E-01,2.51E-01,0,5896,ERODED,1,1,1,1,1,1,1,1,1,1,1
5897,5.79E-02,8.58E-02,2.71E-01,4,5897,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5899,1.66E-01,1.42E-01,2.60E-01,4,5899,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5900,5.63E-02,2.43E-01,2.82E-01,0,5900,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5903,3.24E-01,2.64E-01,2.42E-01,3,5903,Not eroded,0,1,1,1,1,0,1,0,0,1,1
5905,2.89E-01,3.24E-01,2.45E-01,0,5905,ERODED,1,1,1,1,1,0,1,1,1,1,1
5913,2.06E-01,2.27E-01,2.85E-01,0,5913,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5917,2.74E-01,1.28E-01,2.87E-01,0,5917,ERODED,1,1,1,1,1,1,1,1,1,1,1
5918,9.27E-02,2.34E-01,2.99E-01,5,5918,Not eroded,0,1,1,1,1,1,0,0,0,0,1
5919,2.64E-01,1.37E-01,2.42E-01,4,5919,Not eroded,0,1,1,1,1,0,0,0,0,1,1
5921,1.92E-01,8.35E-02,2.73E-01,4,5921,Not eroded,0,1,1,1,1,1,0,0,0,1,1
5923,2.37E-01,1.28E-01,3.06E-01,0,5923,Not eroded,0,1,1,1,1,1,1,1,1,1,1
5928,1.09E-01,1.57E-01,3.25E-01,0,5928,ERODED,1,1,1,1,1,1,1,1,1,1,1
