Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location Half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity
2641,1.45E-01,1.48E-01,2.74E-01,3,2641,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2644,1.64E-01,1.96E-01,2.93E-01,3,2644,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2648,7.56E-02,5.64E-02,2.55E-01,5,2648,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2653,2.55E-01,5.64E-02,2.61E-01,3,2653,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2659,2.01E-01,6.55E-02,2.63E-01,4,2659,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2660,2.22E-01,5.63E-02,2.58E-01,3,2660,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2671,9.43E-02,1.87E-01,2.69E-01,7,2671,Not eroded,0,1,1,1,1,1,0,0,0,0,0
2674,1.42E-01,2.61E-01,3.15E-01,0,2674,ERODED,1,1,1,1,1,1,1,1,1,1,1
2684,8.75E-02,1.67E-01,2.51E-01,6,2684,Not eroded,0,1,1,1,1,1,0,0,0,0,0
2692,8.52E-02,2.17E-01,2.70E-01,4,2692,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2699,6.82E-02,1.45E-01,2.69E-01,4,2699,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2706,2.49E-01,1.19E-01,2.90E-01,0,2706,ERODED,1,1,1,1,1,1,1,1,1,1,1
2710,1.22E-01,1.46E-01,2.80E-01,3,2710,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2711,1.81E-01,2.78E-01,2.86E-01,4,2711,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2714,2.34E-01,5.69E-02,3.12E-01,0,2714,ERODED,1,1,1,1,1,1,1,1,1,1,1
2716,9.21E-02,3.23E-01,3.21E-01,0,2716,ERODED,1,1,1,1,1,1,1,1,1,1,1
2720,2.91E-01,1.75E-01,2.75E-01,4,2720,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2725,9.73E-02,9.64E-02,2.70E-01,0,2725,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2731,1.88E-01,8.98E-02,2.59E-01,4,2731,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2732,2.72E-01,2.54E-01,3.31E-01,0,2732,ERODED,1,1,1,1,1,1,1,1,1,1,1
2733,1.02E-01,1.52E-01,2.72E-01,5,2733,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2737,2.70E-01,2.07E-01,2.52E-01,0,2737,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2755,3.24E-01,1.37E-01,2.98E-01,0,2755,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2756,6.30E-02,7.96E-02,2.63E-01,4,2756,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2757,2.26E-01,2.82E-01,2.93E-01,4,2757,ERODED,1,1,1,1,1,1,0,0,0,1,1
2759,3.00E-01,2.93E-01,2.70E-01,0,2759,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2771,3.14E-01,1.83E-01,2.45E-01,0,2771,Not eroded,0,1,1,1,1,0,1,1,1,1,1
2772,3.23E-01,6.19E-02,2.86E-01,0,2772,ERODED,1,1,1,1,1,1,1,1,1,1,1
2774,3.23E-01,1.79E-01,3.27E-01,0,2774,ERODED,1,1,1,1,1,1,1,1,1,1,1
2790,2.76E-01,1.35E-01,2.96E-01,0,2790,ERODED,1,1,1,1,1,1,1,1,1,1,1
2791,2.90E-01,1.62E-01,3.20E-01,0,2791,ERODED,1,1,1,1,1,1,1,1,1,1,1
2799,1.63E-01,1.56E-01,3.33E-01,0,2799,ERODED,1,1,1,1,1,1,1,1,1,1,1
2801,3.05E-01,1.68E-01,2.88E-01,0,2801,ERODED,1,1,1,1,1,1,1,1,1,1,1
2815,2.47E-01,9.74E-02,2.81E-01,4,2815,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2816,8.77E-02,3.24E-01,2.47E-01,0,2816,Not eroded,0,1,1,1,1,0,1,1,1,1,1
2817,1.69E-01,2.97E-01,2.90E-01,0,2817,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2818,2.21E-01,2.91E-01,2.94E-01,0,2818,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2829,1.69E-01,2.91E-01,2.51E-01,0,2829,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2835,1.10E-01,2.02E-01,2.74E-01,6,2835,Not eroded,0,1,1,1,1,1,0,0,0,0,0
2840,1.97E-01,2.83E-01,2.68E-01,4,2840,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2841,6.16E-02,1.10E-01,3.23E-01,0,2841,ERODED,1,1,1,1,1,1,1,1,1,1,1
2842,1.06E-01,1.29E-01,3.19E-01,0,2842,ERODED,1,1,1,1,1,1,1,1,1,1,1
2843,3.22E-01,5.66E-02,2.54E-01,0,2843,ERODED,1,1,1,1,1,1,1,1,1,1,1
2847,8.89E-02,2.38E-01,3.22E-01,0,2847,ERODED,1,1,1,1,1,1,1,1,1,1,1
2848,2.83E-01,8.90E-02,2.73E-01,0,2848,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2851,2.00E-01,1.63E-01,2.82E-01,5,2851,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2854,2.88E-01,1.62E-01,2.99E-01,0,2854,ERODED,1,1,1,1,1,1,1,1,1,1,1
2857,8.23E-02,1.78E-01,2.51E-01,3,2857,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2864,1.97E-01,8.98E-02,2.65E-01,3,2864,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2866,1.76E-01,1.60E-01,2.88E-01,3,2866,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2868,2.21E-01,2.11E-01,3.11E-01,0,2868,ERODED,1,1,1,1,1,1,1,1,1,1,1
2874,3.24E-01,1.18E-01,2.83E-01,0,2874,ERODED,1,1,1,1,1,1,1,1,1,1,1
2876,3.23E-01,9.21E-02,2.95E-01,0,2876,ERODED,1,1,1,1,1,1,1,1,1,1,1
2878,1.46E-01,8.67E-02,2.89E-01,0,2878,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2882,2.96E-01,2.09E-01,2.91E-01,0,2882,ERODED,1,1,1,1,1,1,1,1,1,1,1
2883,2.86E-01,3.12E-01,2.61E-01,0,2883,ERODED,1,1,1,1,1,1,1,1,1,1,1
2885,5.61E-02,7.97E-02,2.79E-01,5,2885,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2890,1.31E-01,6.42E-02,2.90E-01,2,2890,ERODED,1,1,1,1,1,1,1,0,1,1,1
2908,2.82E-01,3.12E-01,3.29E-01,0,2908,ERODED,1,1,1,1,1,1,1,1,1,1,1
2909,2.61E-01,2.31E-01,2.48E-01,0,2909,Not eroded,0,1,1,1,1,0,1,1,1,1,1
2912,2.80E-01,8.91E-02,2.83E-01,0,2912,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2913,1.47E-01,3.07E-01,3.25E-01,0,2913,ERODED,1,1,1,1,1,1,1,1,1,1,1
2915,5.62E-02,2.07E-01,2.91E-01,0,2915,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2920,2.09E-01,1.49E-01,2.84E-01,6,2920,Not eroded,0,1,1,1,1,1,0,0,0,0,0
2942,5.62E-02,8.66E-02,2.57E-01,2,2942,Not eroded,0,1,1,1,1,1,1,0,1,1,1
2944,3.00E-01,3.16E-01,2.82E-01,0,2944,ERODED,1,1,1,1,1,1,1,1,1,1,1
2948,8.69E-02,2.88E-01,2.93E-01,0,2948,ERODED,1,1,1,1,1,1,1,1,1,1,1
2949,5.62E-02,1.41E-01,2.65E-01,3,2949,Not eroded,0,1,1,1,1,1,1,0,0,1,1
2951,2.39E-01,2.84E-01,3.26E-01,0,2951,ERODED,1,1,1,1,1,1,1,1,1,1,1
2956,2.66E-01,1.47E-01,2.42E-01,4,2956,Not eroded,0,1,1,1,1,0,0,0,0,1,1
2957,2.96E-01,9.32E-02,2.72E-01,0,2957,ERODED,1,1,1,1,1,1,1,1,1,1,1
2963,2.95E-01,5.68E-02,2.45E-01,0,2963,Not eroded,0,1,1,1,1,0,1,1,1,1,1
2969,3.24E-01,1.79E-01,2.58E-01,4,2969,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2970,1.78E-01,1.35E-01,2.41E-01,5,2970,Not eroded,0,1,1,1,1,0,0,0,0,0,1
2971,2.77E-01,7.99E-02,2.47E-01,3,2971,Not eroded,0,1,1,1,1,0,1,0,0,1,1
2973,2.34E-01,1.70E-01,2.96E-01,0,2973,Not eroded,0,1,1,1,1,1,1,1,1,1,1
2976,2.07E-01,1.62E-01,3.18E-01,0,2976,ERODED,1,1,1,1,1,1,1,1,1,1,1
2977,5.67E-02,1.42E-01,2.76E-01,2,2977,Not eroded,0,1,1,1,1,1,1,0,1,1,1
2984,8.01E-02,2.46E-01,3.23E-01,0,2984,ERODED,1,1,1,1,1,1,1,1,1,1,1
2989,2.67E-01,9.42E-02,3.01E-01,4,2989,Not eroded,0,1,1,1,1,1,0,0,0,1,1
2990,2.02E-01,9.64E-02,2.71E-01,5,2990,Not eroded,0,1,1,1,1,1,0,0,0,0,1
2991,6.40E-02,1.54E-01,2.94E-01,5,2991,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3000,1.59E-01,2.28E-01,2.77E-01,4,3000,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3003,6.50E-02,2.68E-01,2.42E-01,0,3003,Not eroded,0,1,1,1,1,0,1,1,1,1,1
3005,1.82E-01,1.79E-01,2.42E-01,4,3005,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3011,1.77E-01,2.63E-01,2.74E-01,3,3011,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3013,1.01E-01,1.04E-01,2.49E-01,0,3013,Not eroded,0,1,1,1,1,0,1,1,1,1,1
3021,3.13E-01,5.66E-02,2.71E-01,0,3021,ERODED,1,1,1,1,1,1,1,1,1,1,1
3024,2.65E-01,1.78E-01,3.07E-01,0,3024,ERODED,1,1,1,1,1,1,1,1,1,1,1
3025,2.19E-01,1.79E-01,2.96E-01,0,3025,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3040,5.62E-02,2.66E-01,2.48E-01,0,3040,Not eroded,0,1,1,1,1,0,1,1,1,1,1
3044,1.62E-01,3.24E-01,3.12E-01,0,3044,ERODED,1,1,1,1,1,1,1,1,1,1,1
3047,8.14E-02,2.49E-01,2.98E-01,3,3047,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3058,1.78E-01,1.00E-01,3.02E-01,0,3058,ERODED,1,1,1,1,1,1,1,1,1,1,1
3062,2.30E-01,9.27E-02,2.98E-01,3,3062,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3065,3.22E-01,7.62E-02,2.82E-01,0,3065,ERODED,1,1,1,1,1,1,1,1,1,1,1
3069,2.31E-01,7.14E-02,3.09E-01,0,3069,ERODED,1,1,1,1,1,1,1,1,1,1,1
3075,2.16E-01,2.31E-01,2.96E-01,0,3075,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3076,1.09E-01,2.19E-01,2.83E-01,5,3076,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3080,1.85E-01,3.24E-01,2.85E-01,3,3080,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3091,3.24E-01,1.27E-01,2.50E-01,3,3091,Not eroded,0,1,1,1,1,0,1,0,0,1,1
3095,1.78E-01,1.09E-01,2.50E-01,4,3095,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3096,9.87E-02,2.55E-01,3.26E-01,0,3096,ERODED,1,1,1,1,1,1,1,1,1,1,1
3110,9.08E-02,1.92E-01,2.79E-01,2,3110,Not eroded,0,1,1,1,1,1,1,0,1,1,1
3111,3.08E-01,3.18E-01,3.02E-01,0,3111,ERODED,1,1,1,1,1,1,1,1,1,1,1
3117,1.13E-01,9.68E-02,2.80E-01,0,3117,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3122,1.95E-01,2.49E-01,2.96E-01,0,3122,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3124,5.63E-02,2.95E-01,2.99E-01,0,3124,ERODED,1,1,1,1,1,1,1,1,1,1,1
3126,8.01E-02,2.11E-01,2.83E-01,4,3126,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3129,2.15E-01,1.87E-01,3.16E-01,0,3129,ERODED,1,1,1,1,1,1,1,1,1,1,1
3130,8.52E-02,2.78E-01,2.95E-01,0,3130,ERODED,1,1,1,1,1,1,1,1,1,1,1
3133,2.86E-01,2.11E-01,2.87E-01,0,3133,ERODED,1,1,1,1,1,1,1,1,1,1,1
3134,1.68E-01,1.65E-01,2.96E-01,0,3134,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3137,2.15E-01,2.00E-01,2.84E-01,4,3137,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3141,1.47E-01,1.48E-01,2.64E-01,3,3141,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3147,1.26E-01,6.42E-02,2.65E-01,4,3147,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3148,2.19E-01,1.11E-01,3.10E-01,0,3148,ERODED,1,1,1,1,1,1,1,1,1,1,1
3149,2.22E-01,2.09E-01,2.45E-01,6,3149,Not eroded,0,1,1,1,1,0,0,0,0,0,0
3151,1.97E-01,3.24E-01,2.83E-01,0,3151,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3161,1.50E-01,1.62E-01,2.77E-01,5,3161,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3163,3.02E-01,5.65E-02,3.17E-01,0,3163,ERODED,1,1,1,1,1,1,1,1,1,1,1
3167,9.18E-02,1.83E-01,2.60E-01,6,3167,Not eroded,0,1,1,1,1,1,0,0,0,0,0
3174,1.44E-01,1.86E-01,2.61E-01,0,3174,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3176,1.39E-01,3.24E-01,2.59E-01,3,3176,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3177,9.59E-02,1.27E-01,3.18E-01,0,3177,ERODED,1,1,1,1,1,1,1,1,1,1,1
3179,1.56E-01,2.66E-01,2.98E-01,0,3179,ERODED,1,1,1,1,1,1,1,1,1,1,1
3186,9.25E-02,1.63E-01,2.98E-01,3,3186,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3187,1.58E-01,2.18E-01,2.79E-01,5,3187,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3198,2.67E-01,1.13E-01,2.97E-01,0,3198,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3206,2.09E-01,2.22E-01,2.44E-01,4,3206,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3217,1.53E-01,6.45E-02,3.17E-01,0,3217,ERODED,1,1,1,1,1,1,1,1,1,1,1
3219,1.80E-01,3.17E-01,2.66E-01,5,3219,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3228,2.22E-01,2.05E-01,2.88E-01,5,3228,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3237,1.75E-01,1.42E-01,2.52E-01,3,3237,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3239,2.01E-01,2.32E-01,2.51E-01,0,3239,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3250,1.71E-01,2.12E-01,2.79E-01,5,3250,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3253,2.53E-01,2.92E-01,3.27E-01,0,3253,ERODED,1,1,1,1,1,1,1,1,1,1,1
3255,7.02E-02,2.46E-01,2.95E-01,2,3255,Not eroded,0,1,1,1,1,1,1,0,1,1,1
3256,1.94E-01,1.90E-01,2.78E-01,5,3256,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3258,2.49E-01,1.99E-01,2.41E-01,3,3258,Not eroded,0,1,1,1,1,0,1,0,0,1,1
3259,3.14E-01,1.65E-01,2.57E-01,3,3259,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3261,5.63E-02,1.78E-01,2.58E-01,0,3261,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3263,1.80E-01,1.63E-01,2.48E-01,4,3263,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3269,2.15E-01,2.12E-01,2.80E-01,5,3269,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3270,2.65E-01,3.23E-01,2.62E-01,0,3270,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3271,2.86E-01,5.65E-02,3.22E-01,0,3271,ERODED,1,1,1,1,1,1,1,1,1,1,1
3272,1.36E-01,1.95E-01,3.18E-01,0,3272,ERODED,1,1,1,1,1,1,1,1,1,1,1
3273,1.78E-01,3.05E-01,2.82E-01,3,3273,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3277,2.30E-01,1.29E-01,2.64E-01,5,3277,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3278,8.16E-02,1.71E-01,2.44E-01,4,3278,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3279,2.66E-01,1.96E-01,3.06E-01,0,3279,ERODED,1,1,1,1,1,1,1,1,1,1,1
3292,1.30E-01,7.19E-02,2.84E-01,4,3292,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3294,1.40E-01,1.37E-01,3.02E-01,4,3294,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3295,8.92E-02,2.33E-01,2.89E-01,6,3295,Not eroded,0,1,1,1,1,1,0,0,0,0,0
3296,2.83E-01,3.21E-01,2.62E-01,0,3296,ERODED,1,1,1,1,1,1,1,1,1,1,1
3297,6.42E-02,3.24E-01,3.04E-01,0,3297,ERODED,1,1,1,1,1,1,1,1,1,1,1
3298,1.99E-01,3.24E-01,2.73E-01,0,3298,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3299,3.00E-01,2.25E-01,2.98E-01,0,3299,ERODED,1,1,1,1,1,1,1,1,1,1,1
3304,1.26E-01,3.24E-01,3.01E-01,0,3304,ERODED,1,1,1,1,1,1,1,1,1,1,1
3305,2.50E-01,6.80E-02,2.41E-01,4,3305,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3306,2.94E-01,1.59E-01,2.48E-01,4,3306,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3307,1.73E-01,2.26E-01,2.93E-01,4,3307,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3317,1.33E-01,2.62E-01,2.83E-01,2,3317,Not eroded,0,1,1,1,1,1,1,0,1,1,1
3319,2.11E-01,2.25E-01,3.05E-01,0,3319,ERODED,1,1,1,1,1,1,1,1,1,1,1
3324,3.24E-01,1.08E-01,2.44E-01,3,3324,Not eroded,0,1,1,1,1,0,1,0,0,1,1
3329,2.41E-01,6.34E-02,2.67E-01,4,3329,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3332,3.19E-01,9.68E-02,2.73E-01,0,3332,ERODED,1,1,1,1,1,1,1,1,1,1,1
3346,1.46E-01,3.15E-01,2.53E-01,4,3346,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3348,3.24E-01,1.49E-01,2.84E-01,0,3348,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3353,2.98E-01,1.10E-01,3.25E-01,0,3353,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3356,2.98E-01,2.94E-01,3.25E-01,0,3356,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3358,1.60E-01,2.69E-01,2.45E-01,0,3358,Not eroded,0,1,1,1,1,0,1,1,1,1,1
3361,2.55E-01,3.24E-01,2.64E-01,0,3361,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3363,2.17E-01,9.20E-02,2.65E-01,4,3363,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3364,1.74E-01,3.24E-01,2.95E-01,0,3364,ERODED,1,1,1,1,1,1,1,1,1,1,1
3366,1.15E-01,1.79E-01,3.18E-01,0,3366,ERODED,1,1,1,1,1,1,1,1,1,1,1
3372,1.23E-01,2.74E-01,3.17E-01,0,3372,ERODED,1,1,1,1,1,1,1,1,1,1,1
3374,3.24E-01,3.16E-01,2.83E-01,0,3374,ERODED,1,1,1,1,1,1,1,1,1,1,1
3381,6.43E-02,1.52E-01,2.63E-01,6,3381,Not eroded,0,1,1,1,1,1,0,0,0,0,0
3383,2.17E-01,3.01E-01,2.96E-01,0,3383,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3385,3.22E-01,6.62E-02,3.15E-01,0,3385,ERODED,1,1,1,1,1,1,1,1,1,1,1
3389,1.15E-01,1.96E-01,2.65E-01,0,3389,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3398,2.34E-01,1.92E-01,2.87E-01,3,3398,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3401,8.24E-02,1.33E-01,2.62E-01,4,3401,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3402,3.24E-01,7.10E-02,2.90E-01,0,3402,ERODED,1,1,1,1,1,1,1,1,1,1,1
3407,1.40E-01,5.65E-02,2.64E-01,3,3407,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3408,2.54E-01,1.29E-01,3.06E-01,0,3408,ERODED,1,1,1,1,1,1,1,1,1,1,1
3414,1.26E-01,6.56E-02,2.55E-01,4,3414,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3418,6.46E-02,6.51E-02,3.01E-01,3,3418,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3421,3.14E-01,5.66E-02,3.08E-01,0,3421,ERODED,1,1,1,1,1,1,1,1,1,1,1
3428,9.63E-02,3.23E-01,2.54E-01,0,3428,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3429,2.04E-01,2.36E-01,3.05E-01,0,3429,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3433,1.24E-01,2.48E-01,2.88E-01,3,3433,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3434,2.16E-01,2.57E-01,3.00E-01,0,3434,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3435,1.15E-01,2.17E-01,2.75E-01,3,3435,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3436,1.33E-01,2.44E-01,2.86E-01,4,3436,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3437,2.56E-01,1.75E-01,2.58E-01,3,3437,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3438,2.63E-01,1.32E-01,3.21E-01,0,3438,ERODED,1,1,1,1,1,1,1,1,1,1,1
3445,7.17E-02,2.07E-01,3.25E-01,0,3445,ERODED,1,1,1,1,1,1,1,1,1,1,1
3446,2.02E-01,1.56E-01,3.28E-01,0,3446,ERODED,1,1,1,1,1,1,1,1,1,1,1
3448,1.79E-01,1.66E-01,2.67E-01,3,3448,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3450,2.84E-01,1.48E-01,2.50E-01,4,3450,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3452,2.75E-01,3.23E-01,3.34E-01,0,3452,ERODED,1,1,1,1,1,1,1,1,1,1,1
3453,1.65E-01,8.00E-02,3.18E-01,0,3453,ERODED,1,1,1,1,1,1,1,1,1,1,1
3455,3.15E-01,1.67E-01,2.83E-01,0,3455,ERODED,1,1,1,1,1,1,1,1,1,1,1
3456,3.12E-01,5.65E-02,2.54E-01,0,3456,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3464,1.85E-01,2.68E-01,2.71E-01,4,3464,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3467,3.24E-01,1.66E-01,3.04E-01,0,3467,ERODED,1,1,1,1,1,1,1,1,1,1,1
3470,2.59E-01,1.01E-01,2.83E-01,3,3470,ERODED,1,1,1,1,1,1,1,0,0,1,1
3472,3.13E-01,6.61E-02,3.04E-01,0,3472,ERODED,1,1,1,1,1,1,1,1,1,1,1
3475,2.78E-01,8.85E-02,2.42E-01,3,3475,Not eroded,0,1,1,1,1,0,1,0,0,1,1
3480,2.55E-01,1.56E-01,2.89E-01,0,3480,ERODED,1,1,1,1,1,1,1,1,1,1,1
3482,2.10E-01,2.33E-01,2.56E-01,0,3482,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3484,1.11E-01,3.19E-01,3.14E-01,0,3484,ERODED,1,1,1,1,1,1,1,1,1,1,1
3487,7.35E-02,3.10E-01,3.13E-01,0,3487,ERODED,1,1,1,1,1,1,1,1,1,1,1
3491,1.41E-01,2.03E-01,3.18E-01,0,3491,ERODED,1,1,1,1,1,1,1,1,1,1,1
3499,2.56E-01,1.33E-01,2.47E-01,4,3499,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3500,3.24E-01,2.16E-01,2.51E-01,3,3500,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3501,2.89E-01,3.24E-01,2.55E-01,0,3501,ERODED,1,1,1,1,1,1,1,1,1,1,1
3502,1.04E-01,1.70E-01,2.65E-01,3,3502,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3508,2.04E-01,3.24E-01,3.02E-01,0,3508,ERODED,1,1,1,1,1,1,1,1,1,1,1
3525,3.06E-01,1.66E-01,2.75E-01,0,3525,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3531,1.24E-01,1.11E-01,2.70E-01,4,3531,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3532,5.68E-02,8.97E-02,2.80E-01,0,3532,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3536,5.63E-02,1.47E-01,3.16E-01,0,3536,ERODED,1,1,1,1,1,1,1,1,1,1,1
3537,2.18E-01,1.87E-01,3.03E-01,4,3537,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3538,1.39E-01,5.63E-02,2.55E-01,4,3538,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3541,2.64E-01,2.58E-01,3.17E-01,0,3541,ERODED,1,1,1,1,1,1,1,1,1,1,1
3542,3.24E-01,2.37E-01,2.44E-01,4,3542,Not eroded,0,1,1,1,1,0,0,0,0,1,1
3543,7.69E-02,1.40E-01,2.71E-01,4,3543,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3555,5.66E-02,9.67E-02,2.57E-01,0,3555,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3558,1.05E-01,1.64E-01,2.56E-01,5,3558,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3568,1.66E-01,2.69E-01,2.92E-01,5,3568,Not eroded,0,1,1,1,1,1,0,0,0,0,1
3569,3.12E-01,1.62E-01,2.91E-01,0,3569,ERODED,1,1,1,1,1,1,1,1,1,1,1
3570,1.75E-01,2.42E-01,2.89E-01,0,3570,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3571,3.24E-01,1.14E-01,2.93E-01,0,3571,ERODED,1,1,1,1,1,1,1,1,1,1,1
3572,5.69E-02,6.97E-02,3.17E-01,0,3572,ERODED,1,1,1,1,1,1,1,1,1,1,1
3573,2.51E-01,2.14E-01,2.96E-01,3,3573,Not eroded,0,1,1,1,1,1,1,0,0,1,1
3578,1.88E-01,3.13E-01,2.63E-01,4,3578,Not eroded,0,1,1,1,1,1,0,0,0,1,1
3582,1.08E-01,9.45E-02,2.67E-01,0,3582,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3590,1.43E-01,1.14E-01,2.75E-01,0,3590,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3593,1.29E-01,2.70E-01,2.97E-01,0,3593,ERODED,1,1,1,1,1,1,1,1,1,1,1
3596,2.52E-01,2.41E-01,2.68E-01,0,3596,Not eroded,0,1,1,1,1,1,1,1,1,1,1
3600,2.15E-01,2.45E-01,2.85E-01,0,3600,Not eroded,0,1,1,1,1,1,1,1,1,1,1
