Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,,Z location Half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,Force X,Force Y,Force Z,Sum of contact force (vector),Sum force by connectivity,3 connectivity,,4Connectivity,5Connectivity,2Connectivity,1Connectivity,0Connectivity
2113,1.54E-01,1.78E-01,2.92E-01,4,2113,Not eroded,0,0,1,1,1,1,1,5.98E-08,4.18E-07,-1.14E-06,1.22E-06,3.05E-07,0,2.18E-03,1,1,0,0,0
2114,2.91E-01,2.21E-01,2.90E-01,2,2114,Not eroded,0,0,1,1,1,1,1,-0.000154424,1.31E-04,1.56E-04,0.000255621,0.000127811,1,4.57E-01,1,1,1,0,0
2115,2.30E-01,1.36E-01,2.89E-01,5,2115,Not eroded,0,0,1,1,1,1,1,1.82E-06,-2.78E-07,8.35E-07,2.02E-06,4.04E-07,0,3.61E-03,0,1,0,0,0
2121,3.15E-01,9.92E-02,2.85E-01,0,2121,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2124,1.37E-01,2.36E-01,2.49E-01,0,2124,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2125,1.78E-01,2.14E-01,2.96E-01,5,2125,Not eroded,0,0,1,1,1,1,1,3.38E-07,-8.53E-07,1.17E-06,1.49E-06,2.98E-07,0,2.67E-03,0,1,0,0,0
2144,1.85E-01,3.06E-01,2.44E-01,0,2144,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2146,2.67E-01,1.40E-01,2.85E-01,0,2146,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2152,1.89E-01,3.01E-01,2.96E-01,4,2152,Not eroded,0,0,1,1,1,1,1,4.04E-07,5.26E-08,1.81E-07,4.46E-07,1.12E-07,0,7.98E-04,1,1,0,0,0
2153,2.56E-01,1.78E-01,3.05E-01,3,2153,Not eroded,0,0,1,1,1,1,1,1.53E-05,-4.10E-06,-5.32E-08,1.59E-05,5.29E-06,1,2.84E-02,1,1,0,0,0
2157,1.35E-01,3.07E-01,2.53E-01,4,2157,Not eroded,0,0,1,1,1,1,1,-1.77E-07,1.24E-07,6.47E-07,6.82E-07,1.70E-07,0,1.22E-03,1,1,0,0,0
2162,2.61E-01,6.46E-02,2.71E-01,0,2162,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2166,2.20E-01,2.27E-01,2.79E-01,5,2166,Not eroded,0,0,1,1,1,1,1,-9.90E-07,6.12E-06,8.36E-07,6.25E-06,1.25E-06,0,1.12E-02,0,1,0,0,0
2172,1.86E-01,7.33E-02,2.73E-01,0,2172,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2181,2.75E-01,1.10E-01,2.66E-01,0,2181,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2191,2.47E-01,2.44E-01,2.68E-01,4,2191,Not eroded,0,0,1,1,1,1,1,-1.34E-06,-2.15E-06,-6.42E-06,6.90E-06,1.72E-06,0,1.23E-02,1,1,0,0,0
2195,1.77E-01,1.80E-01,2.87E-01,0,2195,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2196,2.72E-01,1.06E-01,2.75E-01,0,2196,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2202,2.25E-01,1.96E-01,2.43E-01,4,2202,Not eroded,0,0,1,1,1,1,0,-5.53E-06,2.54E-06,-1.51E-06,6.27E-06,1.57E-06,0,1.12E-02,1,1,0,0,0
2225,2.06E-01,6.48E-02,2.45E-01,4,2225,Not eroded,0,0,1,1,1,1,0,-3.46E-09,-1.55E-07,-2.36E-07,2.83E-07,7.07E-08,0,5.06E-04,1,1,0,0,0
2226,1.56E-01,5.61E-02,2.47E-01,3,2226,Not eroded,0,0,1,1,1,1,0,-3.14E-07,-1.06E-06,-1.60E-07,1.11E-06,3.72E-07,1,1.99E-03,1,1,0,0,0
2229,1.19E-01,2.56E-01,2.79E-01,3,2229,Not eroded,0,0,1,1,1,1,1,6.00E-07,1.03E-06,5.52E-07,1.31E-06,4.37E-07,1,2.34E-03,1,1,0,0,0
2233,8.94E-02,1.57E-01,2.58E-01,2,2233,Not eroded,0,0,1,1,1,1,1,7.23E-07,3.24E-07,2.10E-08,7.92E-07,3.96E-07,1,1.42E-03,1,1,1,0,0
2234,1.08E-01,1.95E-01,2.87E-01,0,2234,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2244,3.12E-01,7.12E-02,2.87E-01,0,2244,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2250,3.04E-01,1.93E-01,2.90E-01,0,2250,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2263,2.81E-01,8.82E-02,3.25E-01,0,2263,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2265,2.11E-01,2.00E-01,2.64E-01,3,2265,Not eroded,0,0,1,1,1,1,1,5.87E-07,-6.03E-07,9.73E-07,1.29E-06,4.29E-07,1,2.31E-03,1,1,0,0,0
2271,1.92E-01,2.08E-01,2.82E-01,2,2271,Not eroded,0,0,1,1,1,1,1,-2.58E-06,2.95E-06,-3.57E-07,3.93E-06,1.97E-06,1,7.03E-03,1,1,1,0,0
2278,2.67E-01,1.29E-01,2.79E-01,0,2278,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2279,2.74E-01,1.04E-01,2.57E-01,0,2279,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2286,2.82E-01,2.26E-01,2.95E-01,0,2286,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2288,1.47E-01,2.70E-01,2.78E-01,0,2288,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2291,2.06E-01,1.76E-01,3.18E-01,0,2291,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2292,1.70E-01,2.60E-01,3.21E-01,0,2292,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2298,2.53E-01,3.12E-01,2.49E-01,0,2298,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2308,2.70E-01,2.51E-01,2.44E-01,3,2308,Not eroded,0,0,1,1,1,1,0,-1.12E-06,-2.98E-06,-1.47E-06,3.50E-06,1.17E-06,1,6.26E-03,1,1,0,0,0
2311,8.36E-02,2.47E-01,2.82E-01,0,2311,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2315,2.61E-01,1.82E-01,3.24E-01,0,2315,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2324,5.97E-02,5.61E-02,2.88E-01,3,2324,Not eroded,0,0,1,1,1,1,1,3.88E-07,-8.86E-07,4.11E-08,9.68E-07,3.23E-07,1,1.73E-03,1,1,0,0,0
2325,1.41E-01,2.29E-01,2.43E-01,3,2325,Not eroded,0,0,1,1,1,1,0,6.85E-07,9.90E-08,8.15E-07,1.07E-06,3.56E-07,1,1.91E-03,1,1,0,0,0
2333,2.29E-01,1.38E-01,2.45E-01,0,2333,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2335,2.55E-01,2.91E-01,2.43E-01,3,2335,Not eroded,0,0,1,1,1,1,0,2.99E-07,3.43E-07,6.84E-07,8.22E-07,2.74E-07,1,1.47E-03,1,1,0,0,0
2346,3.17E-01,2.49E-01,3.08E-01,3,2346,Not eroded,0,0,1,1,1,1,1,2.31E-06,-2.65E-06,1.71E-06,3.91E-06,1.30E-06,1,6.99E-03,1,1,0,0,0
2352,2.16E-01,1.07E-01,2.56E-01,3,2352,Not eroded,0,0,1,1,1,1,1,5.27E-07,1.12E-06,-3.69E-07,1.29E-06,4.30E-07,1,2.31E-03,1,1,0,0,0
2353,1.52E-01,8.36E-02,2.61E-01,4,2353,Not eroded,0,0,1,1,1,1,1,-1.01E-07,1.21E-07,-2.58E-07,3.03E-07,7.57E-08,0,5.42E-04,1,1,0,0,0
2356,1.63E-01,2.11E-01,2.71E-01,0,2356,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2358,1.92E-01,1.46E-01,2.91E-01,3,2358,Not eroded,0,0,1,1,1,1,1,7.39E-07,-1.15E-07,3.65E-06,3.72E-06,1.24E-06,1,6.65E-03,1,1,0,0,0
2359,2.95E-01,2.37E-01,2.68E-01,4,2359,Not eroded,0,0,1,1,1,1,1,8.76E-07,1.11E-05,7.14E-07,1.11E-05,2.78E-06,0,1.99E-02,1,1,0,0,0
2373,1.45E-01,1.72E-01,2.51E-01,5,2373,Not eroded,0,0,1,1,1,1,1,1.01E-06,3.67E-08,1.54E-06,1.84E-06,3.67E-07,0,3.29E-03,0,1,0,0,0
2376,1.28E-01,2.38E-01,2.46E-01,4,2376,Not eroded,0,0,1,1,1,1,0,5.21E-07,-1.66E-08,2.91E-07,5.97E-07,1.49E-07,0,1.07E-03,1,1,0,0,0
2377,1.80E-01,2.24E-01,2.70E-01,0,2377,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2378,1.52E-01,2.00E-01,2.93E-01,3,2378,Not eroded,0,0,1,1,1,1,1,-4.37E-08,-7.17E-07,3.81E-07,8.13E-07,2.71E-07,1,1.45E-03,1,1,0,0,0
2380,1.88E-01,1.09E-01,2.89E-01,4,2380,Not eroded,0,0,1,1,1,1,1,4.84E-07,1.34E-06,-6.70E-08,1.43E-06,3.57E-07,0,2.56E-03,1,1,0,0,0
2381,1.44E-01,1.21E-01,2.88E-01,0,2381,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2384,2.07E-01,3.25E-01,2.54E-01,4,2384,Not eroded,0,0,1,1,1,1,1,1.09E-08,-7.96E-07,2.30E-07,8.28E-07,2.07E-07,0,1.48E-03,1,1,0,0,0
2385,7.71E-02,3.16E-01,2.51E-01,4,2385,Not eroded,0,0,1,1,1,1,1,-1.04E-07,-9.03E-08,2.00E-07,2.43E-07,6.07E-08,0,4.35E-04,1,1,0,0,0
2387,3.13E-01,1.41E-01,2.54E-01,0,2387,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2388,5.85E-02,1.03E-01,3.14E-01,0,2388,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2391,3.21E-01,1.99E-01,3.35E-01,0,2391,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2393,2.23E-01,2.39E-01,2.64E-01,3,2393,Not eroded,0,0,1,1,1,1,1,-3.74E-06,8.90E-06,-1.75E-07,9.65E-06,3.22E-06,1,1.73E-02,1,1,0,0,0
2407,2.60E-01,2.29E-01,2.97E-01,4,2407,Not eroded,0,0,1,1,1,1,1,4.27E-06,-4.72E-05,-1.22E-04,0.000130763,3.27E-05,0,2.34E-01,1,1,0,0,0
2413,2.21E-01,7.88E-02,3.15E-01,0,2413,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2423,2.51E-01,1.50E-01,3.07E-01,4,2423,Not eroded,0,0,1,1,1,1,1,4.86E-07,2.59E-06,1.45E-07,2.64E-06,6.61E-07,0,4.72E-03,1,1,0,0,0
2424,2.00E-01,2.01E-01,2.66E-01,4,2424,Not eroded,0,0,1,1,1,1,1,3.45E-07,4.63E-06,2.88E-06,5.46E-06,1.37E-06,0,9.77E-03,1,1,0,0,0
2428,1.58E-01,2.60E-01,2.60E-01,4,2428,Not eroded,0,0,1,1,1,1,1,1.85E-07,3.62E-07,7.20E-07,8.26E-07,2.07E-07,0,1.48E-03,1,1,0,0,0
2440,1.41E-01,2.41E-01,2.58E-01,0,2440,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2453,3.24E-01,1.02E-01,2.41E-01,0,2453,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2458,9.28E-02,1.31E-01,2.95E-01,0,2458,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2463,1.11E-01,8.89E-02,2.88E-01,3,2463,Not eroded,0,0,1,1,1,1,1,1.70E-07,2.50E-07,-2.42E-07,3.87E-07,1.29E-07,1,6.92E-04,1,1,0,0,0
2464,3.00E-01,1.95E-01,3.00E-01,0,2464,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2470,2.29E-01,6.52E-02,2.44E-01,0,2470,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2474,1.22E-01,9.57E-02,2.44E-01,0,2474,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2475,2.02E-01,3.25E-01,2.63E-01,3,2475,Not eroded,0,0,1,1,1,1,1,-2.43E-07,-4.53E-07,2.79E-08,5.15E-07,1.72E-07,1,9.21E-04,1,1,0,0,0
2480,1.82E-01,2.57E-01,2.89E-01,0,2480,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2482,2.98E-01,2.11E-01,2.93E-01,0,2482,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2485,2.90E-01,5.62E-02,2.49E-01,0,2485,ERODED,1,1,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2491,3.24E-01,1.49E-01,2.59E-01,0,2491,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2497,9.43E-02,2.28E-01,2.48E-01,5,2497,Not eroded,0,0,1,1,1,1,0,2.20E-08,1.39E-07,-1.32E-07,1.93E-07,3.87E-08,0,3.45E-04,0,1,0,0,0
2500,7.00E-02,6.40E-02,2.54E-01,5,2500,Not eroded,0,0,1,1,1,1,1,2.57E-07,1.98E-07,7.54E-08,3.33E-07,6.66E-08,0,5.96E-04,0,1,0,0,0
2503,1.53E-01,1.25E-01,3.13E-01,0,2503,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2504,9.75E-02,1.36E-01,3.21E-01,0,2504,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2506,2.17E-01,2.15E-01,2.77E-01,6,2506,Not eroded,0,0,1,1,1,1,1,4.11E-07,1.27E-05,1.21E-05,1.76E-05,2.94E-06,0,3.15E-02,0,0,0,0,0
2509,2.07E-01,3.00E-01,2.67E-01,4,2509,Not eroded,0,0,1,1,1,1,1,4.31E-07,7.23E-07,1.27E-08,8.42E-07,2.10E-07,0,1.51E-03,1,1,0,0,0
2510,2.59E-01,2.11E-01,2.92E-01,3,2510,Not eroded,0,0,1,1,1,1,1,1.51E-05,2.94E-05,-8.13E-06,3.40E-05,1.13E-05,1,6.08E-02,1,1,0,0,0
2511,2.69E-01,2.25E-01,2.89E-01,3,2511,Not eroded,0,0,1,1,1,1,1,7.79E-05,-7.01E-05,-6.69E-05,0.000124377,4.15E-05,1,2.22E-01,1,1,0,0,0
2517,1.72E-01,1.72E-01,2.88E-01,0,2517,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2520,1.36E-01,1.08E-01,3.10E-01,0,2520,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2522,1.88E-01,1.96E-01,3.25E-01,0,2522,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2524,1.54E-01,2.68E-01,2.72E-01,3,2524,Not eroded,0,0,1,1,1,1,1,1.05E-06,2.90E-07,5.35E-07,1.21E-06,4.04E-07,1,2.16E-03,1,1,0,0,0
2528,9.09E-02,1.18E-01,3.31E-01,0,2528,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2533,1.56E-01,3.25E-01,2.71E-01,4,2533,Not eroded,0,0,1,1,1,1,1,1.19E-07,-3.71E-07,8.66E-08,3.99E-07,9.97E-08,0,7.14E-04,1,1,0,0,0
2534,2.75E-01,1.65E-01,2.77E-01,0,2534,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2543,2.32E-01,1.86E-01,2.42E-01,4,2543,Not eroded,0,0,1,1,1,1,0,2.51E-06,-1.37E-06,-3.15E-07,2.87E-06,7.18E-07,0,5.13E-03,1,1,0,0,0
2548,7.63E-02,2.31E-01,3.25E-01,0,2548,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2552,2.31E-01,2.50E-01,3.33E-01,0,2552,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2553,3.24E-01,2.74E-01,2.67E-01,4,2553,Not eroded,0,0,1,1,1,1,1,-3.23E-07,-1.31E-06,6.62E-07,1.50E-06,3.76E-07,0,2.68E-03,1,1,0,0,0
2560,1.85E-01,2.15E-01,3.03E-01,0,2560,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2565,2.03E-01,6.81E-02,2.73E-01,5,2565,Not eroded,0,0,1,1,1,1,1,-2.13E-07,-1.11E-07,-1.24E-08,2.41E-07,4.81E-08,0,4.31E-04,0,1,0,0,0
2566,1.40E-01,2.95E-01,3.25E-01,0,2566,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2569,8.26E-02,7.63E-02,2.86E-01,6,2569,Not eroded,0,0,1,1,1,1,1,1.29E-07,2.73E-07,7.90E-08,3.12E-07,5.20E-08,0,5.58E-04,0,0,0,0,0
2579,2.36E-01,2.40E-01,3.14E-01,0,2579,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2584,2.17E-01,6.36E-02,2.75E-01,4,2584,Not eroded,0,0,1,1,1,1,1,7.09E-08,-1.25E-07,1.71E-07,2.23E-07,5.58E-08,0,3.99E-04,1,1,0,0,0
2588,1.40E-01,2.87E-01,2.69E-01,0,2588,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2594,1.93E-01,2.93E-01,2.54E-01,5,2594,Not eroded,0,0,1,1,1,1,1,4.02E-08,-1.90E-07,-1.58E-07,2.50E-07,5.01E-08,0,4.47E-04,0,1,0,0,0
2598,1.39E-01,5.61E-02,2.59E-01,4,2598,Not eroded,0,0,1,1,1,1,1,1.36E-07,-7.30E-07,1.70E-07,7.61E-07,1.90E-07,0,1.36E-03,1,1,0,0,0
2601,3.21E-01,1.16E-01,2.90E-01,0,2601,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2602,2.16E-01,3.20E-01,2.46E-01,4,2602,Not eroded,0,0,1,1,1,1,0,1.56E-07,-2.29E-07,3.53E-08,2.80E-07,6.99E-08,0,5.01E-04,1,1,0,0,0
2607,2.06E-01,1.85E-01,3.11E-01,0,2607,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2609,7.14E-02,3.25E-01,2.53E-01,3,2609,Not eroded,0,0,1,1,1,1,1,-4.53E-08,-6.27E-07,1.30E-07,6.42E-07,2.14E-07,1,1.15E-03,1,1,0,0,0
2616,6.72E-02,6.24E-02,2.89E-01,4,2616,Not eroded,0,0,1,1,1,1,1,1.09E-07,4.41E-07,3.93E-08,4.56E-07,1.14E-07,0,8.16E-04,1,1,0,0,0
2623,2.54E-01,5.62E-02,3.25E-01,0,2623,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2625,1.12E-01,1.15E-01,2.46E-01,4,2625,Not eroded,0,0,1,1,1,1,0,6.71E-08,2.07E-07,3.87E-07,4.44E-07,1.11E-07,0,7.94E-04,1,1,0,0,0
2629,1.44E-01,5.61E-02,2.96E-01,3,2629,Not eroded,0,0,1,1,1,1,1,4.35E-08,-9.86E-07,1.65E-08,9.87E-07,3.29E-07,1,1.77E-03,1,1,0,0,0
2630,2.86E-01,2.38E-01,2.88E-01,0,2630,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2637,1.00E-01,8.59E-02,3.03E-01,0,2637,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2639,9.19E-02,1.83E-01,2.70E-01,0,2639,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2644,1.65E-01,7.45E-02,2.78E-01,4,2644,Not eroded,0,0,1,1,1,1,1,-9.45E-08,2.74E-07,-2.84E-07,4.06E-07,1.02E-07,0,7.26E-04,1,1,0,0,0
2646,2.55E-01,1.23E-01,2.82E-01,0,2646,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2650,2.67E-01,1.25E-01,2.57E-01,0,2650,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2654,3.03E-01,5.62E-02,2.88E-01,0,2654,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2658,2.42E-01,1.72E-01,2.81E-01,4,2658,Not eroded,0,0,1,1,1,1,1,1.11E-06,9.07E-06,1.47E-06,9.25E-06,2.31E-06,0,1.65E-02,1,1,0,0,0
2659,6.62E-02,1.15E-01,2.62E-01,4,2659,Not eroded,0,0,1,1,1,1,1,9.84E-08,3.11E-07,4.22E-07,5.33E-07,1.33E-07,0,9.53E-04,1,1,0,0,0
2664,2.51E-01,2.86E-01,3.21E-01,0,2664,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2667,1.64E-01,1.79E-01,2.91E-01,4,2667,Not eroded,0,0,1,1,1,1,1,-5.67E-07,-3.94E-07,-2.14E-07,7.23E-07,1.81E-07,0,1.29E-03,1,1,0,0,0
2669,1.83E-01,9.74E-02,2.71E-01,5,2669,Not eroded,0,0,1,1,1,1,1,7.52E-07,-1.27E-06,-1.69E-08,1.48E-06,2.95E-07,0,2.65E-03,0,1,0,0,0
2670,1.39E-01,1.58E-01,2.76E-01,0,2670,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2672,3.24E-01,1.22E-01,2.99E-01,0,2672,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2674,9.21E-02,7.66E-02,2.51E-01,4,2674,Not eroded,0,0,1,1,1,1,1,2.41E-07,2.23E-07,7.25E-08,3.36E-07,8.40E-08,0,6.01E-04,1,1,0,0,0
2678,2.25E-01,1.52E-01,2.89E-01,0,2678,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2681,2.03E-01,2.14E-01,2.92E-01,0,2681,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2687,9.96E-02,1.29E-01,2.75E-01,2,2687,Not eroded,0,0,1,1,1,1,1,-1.43E-07,6.68E-09,1.04E-07,1.76E-07,8.82E-08,1,3.15E-04,1,1,1,0,0
2693,2.55E-01,2.63E-01,2.91E-01,0,2693,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2697,2.85E-01,2.87E-01,2.50E-01,3,2697,Not eroded,0,0,1,1,1,1,0,1.42E-07,-5.45E-07,4.63E-07,7.29E-07,2.43E-07,1,1.30E-03,1,1,0,0,0
2711,5.85E-02,7.19E-02,2.97E-01,3,2711,Not eroded,0,0,1,1,1,1,1,-9.29E-08,2.95E-08,2.47E-07,2.66E-07,8.86E-08,1,4.76E-04,1,1,0,0,0
2712,2.15E-01,2.33E-01,2.98E-01,5,2712,Not eroded,0,0,1,1,1,1,1,3.03E-06,6.88E-06,-2.27E-06,7.85E-06,1.57E-06,0,1.40E-02,0,1,0,0,0
2713,3.13E-01,5.74E-02,2.95E-01,0,2713,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2719,1.38E-01,1.06E-01,3.21E-01,0,2719,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2731,2.25E-01,2.36E-01,3.18E-01,0,2731,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2736,2.87E-01,1.67E-01,2.44E-01,0,2736,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2738,9.52E-02,2.99E-01,2.80E-01,0,2738,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2740,1.19E-01,2.01E-01,2.63E-01,0,2740,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
2756,2.62E-01,2.14E-01,2.56E-01,3,2756,Not eroded,0,0,1,1,1,1,1,-3.99E-05,-1.23E-05,-3.25E-05,5.30E-05,1.77E-05,1,9.48E-02,1,1,0,0,0
2757,1.89E-01,8.86E-02,2.95E-01,0,2757,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
