Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,,Z location Half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,Force X,Force Y,Force Z,Sum of contact force (vector),Sum force by connectivity,3 connectivity,,4Connectivity,5Connectivity,2Connectivity,1Connectivity,0Connectivity
5393,2.15E-01,1.91E-01,3.35E-01,0,5393,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5395,3.24E-01,2.69E-01,2.76E-01,3,5395,Not eroded,0,0,1,1,1,1,1,-1.35E-07,1.13E-06,2.00E-07,1.15E-06,3.84E-07,1,2.06E-03,1,1,0,0,0
5398,5.66E-02,1.00E-01,2.97E-01,0,5398,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5399,2.17E-01,2.83E-01,2.94E-01,0,5399,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5406,1.85E-01,8.10E-02,2.80E-01,3,5406,Not eroded,0,0,1,1,1,1,1,-8.72E-09,-1.08E-07,-3.39E-07,3.56E-07,1.19E-07,1,6.37E-04,1,1,0,0,0
5409,9.87E-02,2.11E-01,2.86E-01,0,5409,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5411,1.93E-01,1.37E-01,3.27E-01,0,5411,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5412,2.13E-01,2.18E-01,3.05E-01,0,5412,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5416,5.60E-02,7.05E-02,2.49E-01,4,5416,Not eroded,0,0,1,1,1,1,0,-2.07E-07,-3.24E-08,1.28E-07,2.46E-07,6.14E-08,0,4.40E-04,1,1,0,0,0
5417,1.99E-01,2.86E-01,2.50E-01,0,5417,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5419,1.34E-01,3.24E-01,2.56E-01,2,5419,Not eroded,0,0,1,1,1,1,1,1.63E-07,-3.53E-07,4.38E-08,3.91E-07,1.96E-07,1,6.99E-04,1,1,1,0,0
5423,1.94E-01,3.25E-01,3.01E-01,3,5423,Not eroded,0,0,1,1,1,1,1,-8.09E-08,-5.22E-07,3.05E-07,6.10E-07,2.03E-07,1,1.09E-03,1,1,0,0,0
5425,1.13E-01,1.14E-01,2.59E-01,3,5425,Not eroded,0,0,1,1,1,1,1,3.97E-07,-1.50E-08,-3.87E-08,3.99E-07,1.33E-07,1,7.14E-04,1,1,0,0,0
5426,1.87E-01,2.12E-01,3.14E-01,0,5426,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5446,2.10E-01,3.02E-01,2.53E-01,3,5446,Not eroded,0,0,1,1,1,1,1,3.38E-07,2.81E-07,-6.41E-08,4.44E-07,1.48E-07,1,7.94E-04,1,1,0,0,0
5448,1.43E-01,2.56E-01,2.78E-01,4,5448,Not eroded,0,0,1,1,1,1,1,7.08E-07,-3.16E-08,7.71E-07,1.05E-06,2.62E-07,0,1.88E-03,1,1,0,0,0
5450,3.17E-01,2.41E-01,2.71E-01,5,5450,Not eroded,0,0,1,1,1,1,1,4.10E-06,-7.13E-06,-1.56E-06,8.37E-06,1.67E-06,0,1.50E-02,0,1,0,0,0
5451,5.61E-02,2.66E-01,2.95E-01,0,5451,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5454,1.17E-01,7.41E-02,2.45E-01,3,5454,Not eroded,0,0,1,1,1,1,0,1.25E-07,3.85E-07,1.24E-08,4.05E-07,1.35E-07,1,7.24E-04,1,1,0,0,0
5455,2.54E-01,1.98E-01,2.97E-01,0,5455,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5457,3.24E-01,2.26E-01,2.42E-01,4,5457,Not eroded,0,0,1,1,1,1,0,6.07E-06,-1.22E-06,2.07E-05,2.16E-05,5.40E-06,0,3.86E-02,1,1,0,0,0
5459,1.86E-01,1.55E-01,3.25E-01,0,5459,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5464,2.90E-01,2.11E-01,2.76E-01,2,5464,ERODED,1,1,1,1,1,1,1,0.00008312,-1.34E-04,1.32E-04,0.000205429,0.000102714,1,3.67E-01,1,1,1,0,0
5472,8.30E-02,6.55E-02,2.44E-01,6,5472,Not eroded,0,0,1,1,1,1,0,1.41E-07,1.78E-07,1.41E-07,2.68E-07,4.46E-08,0,4.79E-04,0,0,0,0,0
5486,2.69E-01,2.82E-01,3.25E-01,0,5486,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5490,1.83E-01,2.25E-01,2.45E-01,0,5490,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5496,7.41E-02,8.61E-02,2.88E-01,3,5496,Not eroded,0,0,1,1,1,1,1,2.41E-07,2.15E-08,1.67E-07,2.94E-07,9.80E-08,1,5.26E-04,1,1,0,0,0
5503,2.75E-01,2.03E-01,2.89E-01,0,5503,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5507,2.51E-01,2.73E-01,2.48E-01,0,5507,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5508,5.93E-02,2.58E-01,3.01E-01,0,5508,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5509,3.24E-01,1.25E-01,2.49E-01,0,5509,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5517,3.22E-01,2.38E-01,3.31E-01,0,5517,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5519,2.12E-01,1.50E-01,2.78E-01,0,5519,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5521,1.02E-01,5.60E-02,2.99E-01,4,5521,Not eroded,0,0,1,1,1,1,1,1.56E-07,-8.27E-07,3.83E-08,8.42E-07,2.11E-07,0,1.51E-03,1,1,0,0,0
5522,1.92E-01,3.15E-01,2.66E-01,6,5522,Not eroded,0,0,1,1,1,1,1,-7.87E-08,6.56E-07,-8.73E-08,6.67E-07,1.11E-07,0,1.19E-03,0,0,0,0,0
5523,6.09E-02,2.68E-01,3.03E-01,0,5523,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5525,2.01E-01,9.78E-02,2.48E-01,0,5525,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5528,5.61E-02,2.33E-01,3.23E-01,0,5528,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5529,1.46E-01,1.79E-01,2.96E-01,3,5529,Not eroded,0,0,1,1,1,1,1,5.81E-07,5.97E-07,9.85E-07,1.29E-06,4.30E-07,1,2.31E-03,1,1,0,0,0
5531,5.60E-02,1.17E-01,2.57E-01,3,5531,Not eroded,0,0,1,1,1,1,1,4.42E-08,-1.52E-07,3.23E-08,1.62E-07,5.39E-08,1,2.90E-04,1,1,0,0,0
5564,1.87E-01,1.84E-01,2.90E-01,3,5564,Not eroded,0,0,1,1,1,1,1,-1.74E-06,-2.63E-08,3.79E-07,1.78E-06,5.93E-07,1,3.18E-03,1,1,0,0,0
5566,2.87E-01,2.87E-01,2.60E-01,0,5566,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5569,2.43E-01,2.99E-01,2.64E-01,0,5569,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5571,5.59E-02,5.60E-02,2.59E-01,3,5571,Not eroded,0,0,1,1,1,1,1,-1.05E-07,-7.21E-07,1.37E-07,7.41E-07,2.47E-07,1,1.33E-03,1,1,0,0,0
5573,1.43E-01,5.63E-02,3.27E-01,0,5573,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5576,6.66E-02,5.61E-02,2.80E-01,3,5576,Not eroded,0,0,1,1,1,1,1,5.81E-08,-7.26E-07,-8.25E-08,7.33E-07,2.44E-07,1,1.31E-03,1,1,0,0,0
5583,2.70E-01,5.75E-02,2.90E-01,0,5583,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5587,1.38E-01,6.40E-02,2.44E-01,3,5587,Not eroded,0,0,1,1,1,1,0,3.05E-07,-1.34E-07,1.95E-07,3.86E-07,1.29E-07,1,6.90E-04,1,1,0,0,0
5592,7.10E-02,6.37E-02,2.44E-01,8,5592,Not eroded,0,0,1,1,1,1,0,-3.36E-08,2.13E-07,-3.24E-08,2.18E-07,2.73E-08,0,3.90E-04,0,0,0,0,0
5604,1.88E-01,3.15E-01,3.02E-01,0,5604,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5607,2.07E-01,2.58E-01,3.24E-01,0,5607,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5612,1.21E-01,2.87E-01,2.45E-01,4,5612,Not eroded,0,0,1,1,1,1,0,6.20E-07,7.66E-07,-2.19E-08,9.86E-07,2.46E-07,0,1.76E-03,1,1,0,0,0
5615,1.84E-01,5.61E-02,2.76E-01,4,5615,Not eroded,0,0,1,1,1,1,1,3.16E-08,-8.14E-07,-2.10E-07,8.41E-07,2.10E-07,0,1.50E-03,1,1,0,0,0
5619,1.28E-01,1.05E-01,3.26E-01,0,5619,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5622,1.92E-01,2.31E-01,2.41E-01,2,5622,Not eroded,0,0,1,1,1,1,0,-7.71E-07,2.49E-06,-3.52E-07,2.63E-06,1.31E-06,1,4.70E-03,1,1,1,0,0
5623,3.24E-01,2.00E-01,3.05E-01,0,5623,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5624,2.56E-01,2.54E-01,2.77E-01,4,5624,Not eroded,0,0,1,1,1,1,1,-8.19E-06,5.03E-07,-9.68E-07,8.26E-06,2.07E-06,0,1.48E-02,1,1,0,0,0
5625,6.44E-02,8.19E-02,2.49E-01,5,5625,Not eroded,0,0,1,1,1,1,0,2.22E-07,9.14E-08,2.71E-07,3.62E-07,7.24E-08,0,6.48E-04,0,1,0,0,0
5627,1.84E-01,8.19E-02,2.90E-01,3,5627,Not eroded,0,0,1,1,1,1,1,-3.92E-07,1.96E-07,2.40E-07,5.00E-07,1.67E-07,1,8.94E-04,1,1,0,0,0
5641,1.70E-01,6.51E-02,2.75E-01,4,5641,Not eroded,0,0,1,1,1,1,1,1.16E-07,3.60E-07,-7.85E-08,3.86E-07,9.65E-08,0,6.90E-04,1,1,0,0,0
5644,8.34E-02,2.16E-01,2.81E-01,0,5644,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5645,2.98E-01,1.53E-01,2.59E-01,0,5645,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5647,2.90E-01,1.34E-01,2.66E-01,0,5647,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5649,9.92E-02,1.90E-01,2.73E-01,0,5649,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5652,2.86E-01,2.82E-01,3.27E-01,0,5652,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5654,2.31E-01,1.33E-01,3.09E-01,0,5654,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5656,1.80E-01,2.16E-01,2.45E-01,3,5656,Not eroded,0,0,1,1,1,1,0,8.81E-07,5.72E-07,8.59E-07,1.36E-06,4.52E-07,1,2.43E-03,1,1,0,0,0
5658,2.06E-01,3.00E-01,2.87E-01,2,5658,Not eroded,0,0,1,1,1,1,1,7.35E-07,2.96E-07,-6.27E-09,7.93E-07,3.96E-07,1,1.42E-03,1,1,1,0,0
5661,2.55E-01,1.04E-01,3.35E-01,0,5661,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5663,9.07E-02,2.53E-01,2.79E-01,0,5663,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5665,1.90E-01,2.85E-01,2.77E-01,0,5665,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5667,1.23E-01,2.20E-01,2.45E-01,5,5667,Not eroded,0,0,1,1,1,1,0,6.22E-07,-2.00E-08,3.21E-07,7.00E-07,1.40E-07,0,1.25E-03,0,1,0,0,0
5671,2.32E-01,2.44E-01,2.92E-01,6,5671,Not eroded,0,0,1,1,1,1,1,1.61E-05,4.99E-06,3.12E-06,1.71E-05,2.85E-06,0,3.06E-02,0,0,0,0,0
5674,1.52E-01,3.18E-01,2.84E-01,3,5674,Not eroded,0,0,1,1,1,1,1,4.60E-08,4.82E-07,5.11E-08,4.87E-07,1.62E-07,1,8.71E-04,1,1,0,0,0
5678,2.53E-01,3.15E-01,2.58E-01,0,5678,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5681,2.10E-01,3.18E-01,2.62E-01,4,5681,Not eroded,0,0,1,1,1,1,1,2.86E-08,8.97E-08,1.03E-07,1.40E-07,3.49E-08,0,2.50E-04,1,1,0,0,0
5683,7.20E-02,6.43E-02,2.79E-01,5,5683,Not eroded,0,0,1,1,1,1,1,8.53E-08,-4.47E-08,6.18E-08,1.14E-07,2.29E-08,0,2.04E-04,0,1,0,0,0
5684,2.04E-01,3.14E-01,2.51E-01,3,5684,Not eroded,0,0,1,1,1,1,1,-5.03E-07,-1.18E-07,-9.60E-08,5.26E-07,1.75E-07,1,9.41E-04,1,1,0,0,0
5688,2.37E-01,2.67E-01,2.68E-01,4,5688,Not eroded,0,0,1,1,1,1,1,2.27E-06,6.32E-06,1.08E-06,6.80E-06,1.70E-06,0,1.22E-02,1,1,0,0,0
5690,1.87E-01,3.25E-01,2.67E-01,3,5690,Not eroded,0,0,1,1,1,1,1,-1.15E-08,1.74E-07,2.88E-07,3.37E-07,1.12E-07,1,6.03E-04,1,1,0,0,0
5698,2.86E-01,1.12E-01,2.68E-01,0,5698,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5700,1.32E-01,1.01E-01,2.71E-01,4,5700,Not eroded,0,0,1,1,1,1,1,2.16E-07,6.49E-07,-8.56E-08,6.89E-07,1.72E-07,0,1.23E-03,1,1,0,0,0
5706,1.78E-01,2.25E-01,2.58E-01,4,5706,Not eroded,0,0,1,1,1,1,1,6.15E-07,2.09E-07,-1.94E-07,6.78E-07,1.69E-07,0,1.21E-03,1,1,0,0,0
5715,2.38E-01,9.80E-02,3.00E-01,0,5715,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5718,2.24E-01,1.88E-01,2.60E-01,3,5718,Not eroded,0,0,1,1,1,1,1,1.62E-06,3.41E-06,-1.82E-06,4.19E-06,1.40E-06,1,7.49E-03,1,1,0,0,0
5720,3.15E-01,2.42E-01,2.53E-01,4,5720,Not eroded,0,0,1,1,1,1,1,3.47E-06,-3.12E-06,5.84E-06,7.47E-06,1.87E-06,0,1.34E-02,1,1,0,0,0
5740,3.24E-01,2.01E-01,2.51E-01,3,5740,Not eroded,0,0,1,1,1,1,1,5.68E-06,-1.85E-06,2.65E-06,6.53E-06,2.18E-06,1,1.17E-02,1,1,0,0,0
5747,1.24E-01,2.29E-01,2.50E-01,4,5747,Not eroded,0,0,1,1,1,1,0,3.83E-07,7.77E-08,1.15E-07,4.07E-07,1.02E-07,0,7.28E-04,1,1,0,0,0
5748,9.29E-02,2.19E-01,3.26E-01,0,5748,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5751,1.68E-01,2.85E-01,3.18E-01,0,5751,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5758,2.84E-01,1.56E-01,2.62E-01,0,5758,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5761,1.93E-01,3.03E-01,2.52E-01,4,5761,Not eroded,0,0,1,1,1,1,1,8.22E-07,1.19E-07,-1.65E-08,8.30E-07,2.08E-07,0,1.48E-03,1,1,0,0,0
5765,2.14E-01,9.66E-02,2.82E-01,0,5765,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5766,2.54E-01,1.84E-01,2.50E-01,0,5766,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5772,1.53E-01,9.37E-02,3.26E-01,0,5772,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5777,1.17E-01,5.61E-02,2.58E-01,4,5777,Not eroded,0,0,1,1,1,1,1,5.53E-07,-8.02E-07,-1.75E-08,9.75E-07,2.44E-07,0,1.74E-03,1,1,0,0,0
5786,3.16E-01,6.48E-02,2.67E-01,0,5786,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5787,1.97E-01,1.09E-01,2.65E-01,0,5787,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5789,3.03E-01,5.64E-02,2.75E-01,0,5789,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5794,1.77E-01,6.46E-02,2.83E-01,6,5794,Not eroded,0,0,1,1,1,1,1,-7.13E-08,7.70E-07,-1.11E-07,7.82E-07,1.30E-07,0,1.40E-03,0,0,0,0,0
5796,2.46E-01,2.84E-01,2.92E-01,5,5796,Not eroded,0,0,1,1,1,1,1,-2.08E-06,1.18E-05,9.13E-07,1.20E-05,2.41E-06,0,2.15E-02,0,1,0,0,0
5797,2.35E-01,2.92E-01,3.03E-01,0,5797,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5802,2.58E-01,1.29E-01,2.73E-01,0,5802,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5811,2.25E-01,6.40E-02,3.24E-01,0,5811,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5823,1.78E-01,2.54E-01,3.00E-01,0,5823,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5831,2.50E-01,7.55E-02,2.75E-01,0,5831,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5835,1.95E-01,7.13E-02,2.78E-01,5,5835,Not eroded,0,0,1,1,1,1,1,2.97E-07,1.42E-07,9.34E-07,9.90E-07,1.98E-07,0,1.77E-03,0,1,0,0,0
5838,2.95E-01,3.25E-01,2.93E-01,3,5838,Not eroded,0,0,1,1,1,1,1,3.48E-07,7.99E-07,2.27E-07,9.00E-07,3.00E-07,1,1.61E-03,1,1,0,0,0
5841,2.41E-01,1.92E-01,3.23E-01,2,5841,Not eroded,0,0,1,1,1,1,1,-2.17E-06,3.87E-06,-1.44E-05,1.51E-05,7.53E-06,1,2.70E-02,1,1,1,0,0
5842,2.76E-01,2.63E-01,2.56E-01,4,5842,Not eroded,0,0,1,1,1,1,1,-1.59E-06,6.80E-06,8.20E-08,6.98E-06,1.75E-06,0,1.25E-02,1,1,0,0,0
5844,2.57E-01,1.91E-01,3.25E-01,3,5844,Not eroded,0,0,1,1,1,1,1,3.09E-07,8.47E-06,1.67E-05,1.87E-05,6.24E-06,1,3.34E-02,1,1,0,0,0
5846,8.79E-02,2.85E-01,2.44E-01,3,5846,Not eroded,0,0,1,1,1,1,0,-2.00E-07,6.62E-08,9.64E-08,2.32E-07,7.72E-08,1,4.15E-04,1,1,0,0,0
5847,6.09E-02,6.32E-02,2.64E-01,6,5847,Not eroded,0,0,1,1,1,1,1,1.27E-07,3.91E-08,1.89E-08,1.34E-07,2.23E-08,0,2.40E-04,0,0,0,0,0
5855,2.15E-01,1.57E-01,2.59E-01,4,5855,Not eroded,0,0,1,1,1,1,1,-3.03E-07,3.36E-06,1.80E-06,3.83E-06,9.56E-07,0,6.85E-03,1,1,0,0,0
5859,2.40E-01,1.81E-01,2.66E-01,5,5859,Not eroded,0,0,1,1,1,1,1,-3.96E-07,6.44E-09,-1.56E-06,1.61E-06,3.21E-07,0,2.88E-03,0,1,0,0,0
5862,1.48E-01,2.92E-01,2.62E-01,0,5862,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5865,1.26E-01,2.46E-01,3.14E-01,0,5865,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5878,2.81E-01,2.25E-01,2.48E-01,4,5878,Not eroded,0,0,1,1,1,1,0,-1.54E-06,-1.95E-06,3.44E-06,4.25E-06,1.06E-06,0,7.60E-03,1,1,0,0,0
5879,1.86E-01,3.10E-01,2.93E-01,0,5879,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5884,2.49E-01,2.25E-01,2.83E-01,6,5884,Not eroded,0,0,1,1,1,1,1,1.35E-05,2.49E-05,5.68E-05,6.35E-05,1.06E-05,0,1.14E-01,0,0,0,0,0
5885,6.89E-02,3.15E-01,3.09E-01,0,5885,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5886,3.10E-01,2.81E-01,2.81E-01,0,5886,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5892,3.24E-01,2.37E-01,2.51E-01,0,5892,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5893,1.12E-01,1.95E-01,2.68E-01,2,5893,Not eroded,0,0,1,1,1,1,1,5.83E-07,4.24E-07,5.02E-07,8.79E-07,4.39E-07,1,1.57E-03,1,1,1,0,0
5896,2.62E-01,9.13E-02,2.98E-01,0,5896,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5897,7.79E-02,2.41E-01,3.26E-01,0,5897,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5898,1.05E-01,8.21E-02,2.93E-01,3,5898,Not eroded,0,0,1,1,1,1,1,3.00E-07,-2.35E-08,9.11E-08,3.15E-07,1.05E-07,1,5.63E-04,1,1,0,0,0
5902,1.98E-01,3.14E-01,2.74E-01,3,5902,Not eroded,0,0,1,1,1,1,1,1.24E-07,5.56E-07,-2.84E-07,6.37E-07,2.12E-07,1,1.14E-03,1,1,0,0,0
5907,3.24E-01,2.64E-01,2.85E-01,3,5907,Not eroded,0,0,1,1,1,1,1,8.50E-08,1.06E-06,7.62E-08,1.06E-06,3.54E-07,1,1.90E-03,1,1,0,0,0
5910,2.43E-01,9.82E-02,2.89E-01,0,5910,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5914,7.99E-02,6.29E-02,2.53E-01,9,5914,Not eroded,0,0,1,1,1,1,1,7.08E-08,1.89E-07,9.05E-08,2.21E-07,2.46E-08,0,3.95E-04,0,0,0,0,0
5915,3.16E-01,2.78E-01,2.73E-01,3,5915,Not eroded,0,0,1,1,1,1,1,-5.90E-07,-5.25E-07,3.49E-07,8.63E-07,2.88E-07,1,1.54E-03,1,1,0,0,0
5922,2.70E-01,3.25E-01,2.73E-01,0,5922,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5930,2.74E-01,1.07E-01,2.47E-01,0,5930,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5932,2.39E-01,3.25E-01,2.64E-01,3,5932,Not eroded,0,0,1,1,1,1,1,6.80E-07,-6.45E-07,7.63E-08,9.41E-07,3.14E-07,1,1.68E-03,1,1,0,0,0
5934,2.19E-01,2.58E-01,2.85E-01,2,5934,Not eroded,0,0,1,1,1,1,1,4.98E-07,1.87E-06,-1.05E-08,1.93E-06,9.65E-07,1,3.45E-03,1,1,1,0,0
5935,1.92E-01,1.96E-01,2.62E-01,0,5935,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5940,1.43E-01,8.48E-02,2.57E-01,5,5940,Not eroded,0,0,1,1,1,1,1,-9.85E-08,2.34E-07,-1.83E-07,3.13E-07,6.25E-08,0,5.60E-04,0,1,0,0,0
5946,6.54E-02,1.98E-01,2.80E-01,0,5946,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5953,1.07E-01,2.66E-01,2.65E-01,2,5953,Not eroded,0,0,1,1,1,1,1,-5.83E-08,7.14E-09,5.01E-08,7.72E-08,3.86E-08,1,1.38E-04,1,1,1,0,0
5960,2.74E-01,1.47E-01,2.76E-01,0,5960,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
5967,1.40E-01,2.13E-01,2.89E-01,3,5967,Not eroded,0,0,1,1,1,1,1,6.54E-07,4.75E-07,2.75E-08,8.08E-07,2.69E-07,1,1.45E-03,1,1,0,0,0
5973,2.50E-01,1.92E-01,2.45E-01,5,5973,Not eroded,0,0,1,1,1,1,0,3.02E-06,8.43E-07,1.97E-06,3.70E-06,7.40E-07,0,6.62E-03,0,1,0,0,0
5977,1.49E-01,1.71E-01,2.42E-01,3,5977,Not eroded,0,0,1,1,1,1,0,3.47E-07,-1.66E-07,1.55E-06,1.59E-06,5.31E-07,1,2.84E-03,1,1,0,0,0
