Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location half,Z location 0.21,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 Connectivity,2 Connectivity,4 Connectivity,5 Connectivity
2201,1.13E-01,7.61E-02,0.2528093,6,2201,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
2203,2.87E-01,9.28E-02,0.3206835,0,2203,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2208,3.01E-01,1.62E-01,0.2404779,3,2208,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2209,3.00E-01,5.65E-02,0.2345383,4,2209,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
2212,2.47E-01,1.51E-01,0.3249613,0,2212,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2215,2.58E-01,9.32E-02,0.2603662,0,2215,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2217,2.95E-01,2.57E-01,0.2964857,4,2217,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2220,1.80E-01,2.66E-01,0.2697881,0,2220,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2229,1.04E-01,7.44E-02,0.2361426,6,2229,Not eroded,0,1,1,1,1,0,0,0,0,0,0,0
2232,2.30E-01,2.33E-01,0.2139156,0,2232,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
2235,2.48E-01,1.86E-01,0.2688086,0,2235,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2238,8.33E-02,2.29E-01,0.2523824,0,2238,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2239,2.83E-01,2.33E-01,0.2870423,0,2239,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2243,8.63E-02,1.26E-01,0.3183672,0,2243,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2244,1.65E-01,3.20E-01,0.2621939,0,2244,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2246,2.18E-01,8.05E-02,0.2583609,4,2246,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2249,1.91E-01,8.82E-02,0.2434139,0,2249,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
2251,2.82E-01,2.77E-01,0.2829269,6,2251,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
2259,3.25E-01,1.81E-01,0.2315848,5,2259,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
2261,2.09E-01,2.44E-01,0.3141412,0,2261,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2262,2.52E-01,2.19E-01,0.2979883,0,2262,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2263,3.19E-01,1.65E-01,0.2405218,4,2263,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
2266,1.21E-01,3.07E-01,0.2186976,2,2266,Not eroded,0,1,1,0,0,0,0,1,0,1,1,1
2271,2.82E-01,9.11E-02,0.2285635,0,2271,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
2274,2.20E-01,1.99E-01,0.2445504,4,2274,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
2275,3.16E-01,2.68E-01,0.2930617,5,2275,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
2276,5.64E-02,3.24E-01,0.3058909,2,2276,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
2279,2.93E-01,1.27E-01,0.3042953,0,2279,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2281,3.19E-01,1.98E-01,0.2863848,4,2281,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2282,1.22E-01,2.28E-01,0.2803322,4,2282,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2294,2.90E-01,1.10E-01,0.325078,0,2294,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2295,2.11E-01,3.15E-01,0.2536238,0,2295,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2300,1.69E-01,1.63E-01,0.241634,4,2300,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
2302,8.50E-02,2.65E-01,0.2867436,0,2302,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2303,8.29E-02,3.24E-01,0.2131092,3,2303,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2306,5.67E-02,3.16E-01,0.2815851,0,2306,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2310,2.52E-01,8.26E-02,0.2799296,0,2310,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2311,5.67E-02,2.63E-01,0.2303609,0,2311,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
2312,2.69E-01,8.32E-02,0.2531442,0,2312,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2313,2.48E-01,2.33E-01,0.2239875,4,2313,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2320,2.46E-01,1.63E-01,0.2611939,0,2320,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2324,2.20E-01,1.10E-01,0.2262455,5,2324,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
2325,2.02E-01,2.64E-01,0.3048723,3,2325,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2326,1.75E-01,5.59E-02,0.2318493,3,2326,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
2327,1.95E-01,2.31E-01,0.2499225,6,2327,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0
2329,5.65E-02,2.72E-01,0.3014442,0,2329,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2332,2.18E-01,2.64E-01,0.2389649,0,2332,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
2335,2.31E-01,1.59E-01,0.2574659,2,2335,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
2338,3.24E-01,1.53E-01,0.2438333,4,2338,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
2342,2.32E-01,3.11E-01,0.2305992,4,2342,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
2344,1.86E-01,1.81E-01,0.3049015,0,2344,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2345,1.20E-01,1.18E-01,0.2201766,5,2345,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
2346,1.63E-01,2.88E-01,0.2166054,4,2346,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
2347,1.52E-01,6.53E-02,0.2379945,4,2347,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
2350,1.77E-01,5.59E-02,0.2659628,3,2350,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2356,1.43E-01,6.34E-02,0.2334044,5,2356,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
2363,5.80E-02,1.78E-01,0.2498401,3,2363,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2364,1.41E-01,2.59E-01,0.2544144,0,2364,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2367,1.06E-01,2.30E-01,0.2321834,3,2367,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
2372,9.72E-02,1.26E-01,0.2526619,0,2372,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2374,2.39E-01,1.17E-01,0.2180996,3,2374,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2379,2.98E-01,2.75E-01,0.2572231,5,2379,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
2380,3.24E-01,2.11E-01,0.2561859,3,2380,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2383,1.67E-01,1.90E-01,0.2460687,3,2383,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2384,1.46E-01,2.51E-01,0.2678821,0,2384,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2385,2.82E-01,9.49E-02,0.312619,0,2385,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2386,5.66E-02,2.69E-01,0.3115187,0,2386,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2389,2.88E-01,2.73E-01,0.2908801,4,2389,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2390,2.73E-01,7.97E-02,0.3051235,0,2390,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2393,1.24E-01,3.24E-01,0.262219,0,2393,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2395,1.65E-01,3.07E-01,0.2690038,3,2395,ERODED,1,1,1,1,1,1,1,1,0,0,1,1
2399,2.21E-01,3.14E-01,0.3228777,0,2399,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2401,1.18E-01,1.77E-01,0.216075,0,2401,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
2407,6.38E-02,6.15E-02,0.2551154,4,2407,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2408,8.32E-02,9.31E-02,0.2937249,0,2408,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2410,8.95E-02,2.13E-01,0.2881819,0,2410,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2413,6.88E-02,1.70E-01,0.2835466,2,2413,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
2414,9.92E-02,5.59E-02,0.2968497,3,2414,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2415,1.74E-01,2.57E-01,0.3253883,0,2415,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2416,1.34E-01,1.73E-01,0.239265,5,2416,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
2417,1.28E-01,1.13E-01,0.2205145,5,2417,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
2420,2.27E-01,1.95E-01,0.2834741,5,2420,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
2428,1.40E-01,1.05E-01,0.2837058,0,2428,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2430,3.14E-01,6.65E-02,0.2378417,0,2430,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
2432,5.66E-02,2.23E-01,0.3135984,0,2432,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2436,3.18E-01,2.40E-01,0.2323024,5,2436,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
2437,1.45E-01,1.65E-01,0.2451513,5,2437,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
2439,1.09E-01,5.59E-02,0.2470828,3,2439,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2440,3.17E-01,1.88E-01,0.2933314,3,2440,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2442,3.24E-01,3.20E-01,0.2184813,3,2442,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2444,2.85E-01,8.31E-02,0.3039439,0,2444,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2445,1.73E-01,1.72E-01,0.2390776,0,2445,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
2447,1.98E-01,3.06E-01,0.2884912,4,2447,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2448,6.50E-02,2.21E-01,0.2440931,3,2448,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2450,2.24E-01,1.63E-01,0.3244715,0,2450,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2451,1.31E-01,5.59E-02,0.2686029,2,2451,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
2452,1.62E-01,2.17E-01,0.2402845,5,2452,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
2453,9.48E-02,6.78E-02,0.2521907,3,2453,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2454,2.44E-01,6.05E-02,0.2594697,5,2454,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
2459,1.65E-01,2.96E-01,0.2328954,4,2459,ERODED,1,1,1,1,1,0,0,0,0,0,1,1
2460,2.51E-01,1.85E-01,0.2237585,3,2460,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
2461,2.60E-01,2.20E-01,0.2312988,0,2461,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
2465,1.63E-01,3.17E-01,0.2361898,0,2465,ERODED,1,1,1,1,1,0,0,1,1,1,1,1
2467,2.59E-01,1.43E-01,0.3249613,0,2467,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2469,1.40E-01,7.15E-02,0.2601252,6,2469,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
2472,2.95E-01,6.40E-02,0.2302414,4,2472,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
2476,1.61E-01,1.27E-01,0.2225982,3,2476,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
2480,2.60E-01,5.74E-02,0.2731401,3,2480,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2484,1.16E-01,2.38E-01,0.2191162,0,2484,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
2489,1.43E-01,2.61E-01,0.3145586,0,2489,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2490,1.68E-01,3.24E-01,0.2442605,3,2490,ERODED,1,1,1,1,1,1,0,1,0,0,1,1
2492,1.38E-01,2.70E-01,0.2330069,0,2492,ERODED,1,1,1,1,1,0,0,1,1,1,1,1
2496,1.18E-01,3.16E-01,0.2138854,4,2496,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
2500,2.02E-01,5.61E-02,0.3335667,0,2500,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2507,1.38E-01,1.04E-01,0.2739507,0,2507,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2509,2.58E-01,1.97E-01,0.3085263,0,2509,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2510,2.86E-01,2.40E-01,0.2268151,4,2510,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2514,1.63E-01,1.26E-01,0.2922876,0,2514,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2515,2.81E-01,1.66E-01,0.2913951,0,2515,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2519,1.86E-01,1.17E-01,0.2632282,0,2519,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2526,2.13E-01,1.39E-01,0.2341959,3,2526,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
2527,5.65E-02,1.59E-01,0.2564729,0,2527,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2528,1.66E-01,1.46E-01,0.2728698,0,2528,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2529,9.37E-02,2.42E-01,0.2926455,0,2529,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2531,8.56E-02,2.15E-01,0.2470816,3,2531,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2533,1.10E-01,2.97E-01,0.214891,3,2533,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2534,1.22E-01,2.94E-01,0.2198729,3,2534,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2536,2.89E-01,2.90E-01,0.2579498,4,2536,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2538,9.76E-02,1.83E-01,0.288849,0,2538,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2540,3.24E-01,1.47E-01,0.214599,3,2540,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2541,9.30E-02,3.04E-01,0.2107373,5,2541,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1
2542,5.65E-02,7.15E-02,0.2356813,0,2542,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
2544,3.24E-01,2.09E-01,0.2296109,5,2544,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
2546,5.65E-02,2.98E-01,0.2726677,1,2546,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2552,2.49E-01,2.85E-01,0.3017412,0,2552,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2553,1.69E-01,2.47E-01,0.2899911,0,2553,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2560,8.35E-02,2.92E-01,0.295004,0,2560,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2563,6.51E-02,2.49E-01,0.2597693,0,2563,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2565,3.10E-01,1.99E-01,0.2816396,6,2565,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
2566,3.21E-01,9.68E-02,0.2770641,4,2566,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2568,3.19E-01,2.20E-01,0.2962177,3,2568,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2570,6.75E-02,5.59E-02,0.2398531,4,2570,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
2571,2.49E-01,2.56E-01,0.2115389,5,2571,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1
2576,1.32E-01,2.58E-01,0.2528718,0,2576,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2579,1.59E-01,2.03E-01,0.2785357,0,2579,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2581,2.08E-01,1.35E-01,0.2156153,0,2581,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
2582,1.20E-01,1.28E-01,0.2188377,4,2582,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
2585,1.37E-01,5.71E-02,0.2394443,5,2585,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
2590,2.53E-01,1.17E-01,0.2719355,4,2590,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2591,1.70E-01,3.19E-01,0.2786759,0,2591,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2593,3.24E-01,1.03E-01,0.2349646,0,2593,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
2601,3.24E-01,2.91E-01,0.3031102,0,2601,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2602,2.24E-01,1.11E-01,0.2927675,0,2602,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2603,2.72E-01,1.13E-01,0.3238667,0,2603,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2604,3.09E-01,2.63E-01,0.288051,6,2604,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
2609,1.14E-01,3.21E-01,0.3124591,0,2609,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2610,1.64E-01,1.94E-01,0.2740824,0,2610,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2611,6.99E-02,5.59E-02,0.2495473,5,2611,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
2613,6.58E-02,5.68E-02,0.2960771,0,2613,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2615,2.61E-01,2.54E-01,0.2200441,2,2615,Not eroded,0,1,1,1,0,0,0,1,0,1,1,1
2618,3.24E-01,2.03E-01,0.2961379,0,2618,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2624,9.65E-02,1.47E-01,0.2679335,0,2624,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2630,1.70E-01,1.97E-01,0.2970771,0,2630,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2631,2.61E-01,1.18E-01,0.2669618,2,2631,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
2632,2.94E-01,6.51E-02,0.279129,5,2632,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
2635,2.82E-01,2.92E-01,0.3171992,2,2635,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
2639,2.72E-01,2.52E-01,0.2259474,4,2639,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2643,1.95E-01,3.15E-01,0.2876637,3,2643,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2645,1.06E-01,9.67E-02,0.2182008,4,2645,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
2648,2.78E-01,1.17E-01,0.3108758,0,2648,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2649,1.19E-01,2.44E-01,0.2306232,2,2649,Not eroded,0,1,1,1,1,0,0,1,0,1,1,1
2650,2.91E-01,2.30E-01,0.2406413,4,2650,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
2651,1.73E-01,6.37E-02,0.238239,5,2651,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
2657,6.78E-02,1.61E-01,0.2785117,3,2657,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2662,2.92E-01,5.72E-02,0.3268449,0,2662,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2667,3.04E-01,1.97E-01,0.2510052,4,2667,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2669,2.48E-01,2.02E-01,0.2910217,0,2669,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2671,1.44E-01,1.21E-01,0.3264633,0,2671,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2674,3.24E-01,2.93E-01,0.3259859,0,2674,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2676,1.81E-01,3.17E-01,0.2415898,3,2676,ERODED,1,1,1,1,1,1,0,1,0,0,1,1
2679,1.19E-01,3.22E-01,0.2705385,0,2679,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2685,1.37E-01,9.90E-02,0.2267294,5,2685,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
2688,1.24E-01,1.14E-01,0.211707,4,2688,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
2689,2.51E-01,5.59E-02,0.2551351,3,2689,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2692,1.78E-01,2.42E-01,0.2470397,3,2692,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2693,6.64E-02,1.13E-01,0.2680957,4,2693,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2697,2.58E-01,1.46E-01,0.2606742,4,2697,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2710,5.65E-02,1.40E-01,0.2739772,3,2710,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2712,6.51E-02,1.15E-01,0.2429107,4,2712,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
2717,2.64E-01,3.14E-01,0.2539251,4,2717,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2721,2.16E-01,9.83E-02,0.3050733,0,2721,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2723,1.91E-01,9.49E-02,0.2770476,0,2723,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2724,3.10E-01,1.93E-01,0.2324795,4,2724,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
2728,2.50E-01,6.51E-02,0.2231282,4,2728,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2729,2.73E-01,3.24E-01,0.2289522,3,2729,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
2738,2.40E-01,1.90E-01,0.2720124,0,2738,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2741,1.72E-01,2.21E-01,0.2215943,4,2741,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2745,2.36E-01,1.92E-01,0.2862573,0,2745,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2746,1.03E-01,5.59E-02,0.2555344,4,2746,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2747,3.24E-01,3.02E-01,0.2827298,0,2747,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2749,1.42E-01,1.80E-01,0.2821843,0,2749,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2750,3.08E-01,1.59E-01,0.2547804,6,2750,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
2754,2.83E-01,6.48E-02,0.2997094,0,2754,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2755,2.18E-01,2.31E-01,0.3106482,0,2755,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2756,1.76E-01,7.69E-02,0.2210345,4,2756,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2761,1.04E-01,8.74E-02,0.2151367,3,2761,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2763,2.16E-01,1.80E-01,0.2201451,4,2763,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2769,6.84E-02,2.38E-01,0.2625717,0,2769,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2771,3.24E-01,3.09E-01,0.2351728,4,2771,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
2774,9.37E-02,2.61E-01,0.2894971,0,2774,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2776,2.92E-01,2.06E-01,0.3259134,0,2776,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2778,6.46E-02,9.05E-02,0.2455832,3,2778,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
2779,2.51E-01,1.54E-01,0.2635537,0,2779,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2784,2.99E-01,1.58E-01,0.2593856,6,2784,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
2790,3.18E-01,2.36E-01,0.2413317,5,2790,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
2791,1.57E-01,1.24E-01,0.3001947,0,2791,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2795,3.16E-01,2.23E-01,0.248301,4,2795,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
2796,2.47E-01,1.18E-01,0.2636158,3,2796,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2797,1.21E-01,1.24E-01,0.2280535,4,2797,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
2800,1.34E-01,9.92E-02,0.2893729,0,2800,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2801,9.54E-02,1.81E-01,0.2988588,0,2801,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2802,2.16E-01,2.39E-01,0.2834845,0,2802,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2806,2.23E-01,2.70E-01,0.2441631,0,2806,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
2807,2.62E-01,2.31E-01,0.2165526,3,2807,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
2809,2.72E-01,1.78E-01,0.2931664,4,2809,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2811,2.74E-01,6.11E-02,0.2888569,5,2811,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
2816,2.99E-01,8.70E-02,0.2932082,4,2816,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
2822,2.05E-01,2.26E-01,0.2640222,0,2822,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2828,6.55E-02,2.90E-01,0.32311,0,2828,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2829,3.18E-01,1.41E-01,0.2757353,3,2829,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
2831,2.02E-01,2.32E-01,0.2734247,0,2831,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2839,2.90E-01,1.59E-01,0.3083546,2,2839,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
2840,1.31E-01,2.39E-01,0.2680221,0,2840,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2842,9.74E-02,2.13E-01,0.2945461,0,2842,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2845,7.21E-02,5.69E-02,0.28036,0,2845,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2846,1.72E-01,2.27E-01,0.2953552,0,2846,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
2849,1.43E-01,2.49E-01,0.2577955,0,2849,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2851,7.41E-02,1.06E-01,0.2694209,0,2851,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
2855,1.29E-01,1.04E-01,0.2254157,5,2855,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
2856,1.40E-01,2.68E-01,0.2472025,0,2856,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
