Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location half,Z location 0.21,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 Connectivity,2 Connectivity,4 Connectivity,5 Connectivity
5556,3.06E-01,2.90E-01,0.232455,5,5556,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
5557,2.04E-01,2.94E-01,0.3225259,0,5557,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5558,2.58E-01,5.84E-02,0.2485003,4,5558,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
5559,3.24E-01,2.40E-01,0.2796469,4,5559,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5560,1.14E-01,5.60E-02,0.2658955,0,5560,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5561,8.83E-02,2.11E-01,0.3058592,0,5561,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5562,2.20E-01,1.51E-01,0.3120617,0,5562,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5563,3.24E-01,5.61E-02,0.2493919,0,5563,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
5564,2.26E-01,2.74E-01,0.2534735,0,5564,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5568,3.25E-01,2.23E-01,0.2532227,4,5568,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5569,5.65E-02,2.31E-01,0.2791665,0,5569,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5574,2.10E-01,2.04E-01,0.253343,4,5574,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5576,6.60E-02,1.62E-01,0.2329414,0,5576,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
5577,3.00E-01,2.07E-01,0.2233741,7,5577,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0
5578,3.24E-01,9.04E-02,0.2690139,3,5578,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5583,2.66E-01,6.35E-02,0.2212011,4,5583,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
5587,2.54E-01,5.97E-02,0.2303774,6,5587,Not eroded,0,1,1,1,1,0,0,0,0,0,0,0
5596,1.97E-01,8.90E-02,0.2830619,2,5596,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
5597,2.59E-01,1.12E-01,0.280658,0,5597,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5599,1.84E-01,5.59E-02,0.24944,4,5599,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
5603,3.06E-01,1.65E-01,0.2954916,2,5603,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
5614,1.82E-01,2.60E-01,0.2135396,3,5614,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
5618,1.08E-01,3.01E-01,0.2697895,0,5618,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5624,1.01E-01,1.24E-01,0.2148942,4,5624,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
5629,8.69E-02,2.73E-01,0.3235191,0,5629,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5631,3.25E-01,2.58E-01,0.2829687,4,5631,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5639,2.28E-01,5.62E-02,0.315139,0,5639,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5641,1.35E-01,1.48E-01,0.2743342,4,5641,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5644,2.63E-01,2.56E-01,0.2909604,3,5644,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5645,1.70E-01,2.35E-01,0.2414649,0,5645,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
5646,2.30E-01,1.14E-01,0.2227803,2,5646,Not eroded,0,1,1,1,0,0,0,1,0,1,1,1
5647,5.73E-02,2.78E-01,0.2920262,0,5647,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5648,1.23E-01,2.10E-01,0.2346404,4,5648,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
5649,1.50E-01,9.26E-02,0.2603036,3,5649,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5651,1.73E-01,5.95E-02,0.2125743,4,5651,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
5652,3.15E-01,1.19E-01,0.2347657,0,5652,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
5653,2.42E-01,2.23E-01,0.2330531,2,5653,Not eroded,0,1,1,1,1,0,0,1,0,1,1,1
5655,1.47E-01,1.29E-01,0.2274483,4,5655,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
5656,3.09E-01,2.06E-01,0.2537104,5,5656,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
5660,1.83E-01,2.12E-01,0.3011451,0,5660,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5664,2.82E-01,3.01E-01,0.2358993,4,5664,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
5666,1.24E-01,2.31E-01,0.2203108,0,5666,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
5670,1.16E-01,2.94E-01,0.2884182,0,5670,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5671,3.18E-01,3.14E-01,0.2102145,6,5671,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0
5672,8.74E-02,1.67E-01,0.2306995,0,5672,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
5674,2.48E-01,2.05E-01,0.2366616,0,5674,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
5678,1.23E-01,2.51E-01,0.2486405,0,5678,ERODED,1,1,1,1,1,1,0,1,1,1,1,1
5679,1.05E-01,2.27E-01,0.2216049,4,5679,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
5680,7.11E-02,2.02E-01,0.3256522,0,5680,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5683,1.08E-01,1.83E-01,0.289882,0,5683,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5686,9.24E-02,1.59E-01,0.2926665,0,5686,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5689,1.09E-01,1.20E-01,0.2407957,4,5689,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
5695,1.92E-01,1.84E-01,0.323521,0,5695,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5698,1.31E-01,2.47E-01,0.2617364,0,5698,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5700,1.90E-01,5.80E-02,0.3008919,0,5700,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5701,2.18E-01,1.91E-01,0.2348738,4,5701,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
5705,1.77E-01,5.75E-02,0.2561003,5,5705,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
5706,8.68E-02,2.30E-01,0.2817035,0,5706,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5707,2.54E-01,2.72E-01,0.2112592,4,5707,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
5712,2.89E-01,2.21E-01,0.2564896,3,5712,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5715,1.67E-01,8.03E-02,0.2169627,6,5715,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0
5718,9.21E-02,1.52E-01,0.2849275,0,5718,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5720,3.25E-01,2.93E-01,0.2349828,5,5720,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
5724,2.58E-01,2.47E-01,0.2946734,0,5724,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5727,2.09E-01,2.52E-01,0.2559216,4,5727,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5730,2.80E-01,2.47E-01,0.2977833,0,5730,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5736,1.89E-01,9.89E-02,0.3234921,0,5736,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5738,1.46E-01,3.18E-01,0.2283314,4,5738,ERODED,1,1,1,1,0,0,0,0,0,0,1,1
5740,3.18E-01,3.05E-01,0.3249362,0,5740,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5741,1.44E-01,3.18E-01,0.265695,0,5741,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5744,9.01E-02,2.86E-01,0.2719396,0,5744,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5746,3.15E-01,2.71E-01,0.2539974,4,5746,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5747,2.32E-01,2.47E-01,0.2972452,3,5747,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5757,7.79E-02,1.64E-01,0.284518,0,5757,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5760,2.52E-01,1.30E-01,0.261091,3,5760,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5763,2.53E-01,1.84E-01,0.2142236,4,5763,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
5765,5.71E-02,2.18E-01,0.3238871,0,5765,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5770,2.49E-01,1.16E-01,0.2472515,5,5770,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
5773,9.12E-02,2.94E-01,0.2110062,6,5773,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0
5774,2.36E-01,1.52E-01,0.2962544,0,5774,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5775,9.59E-02,2.09E-01,0.2233675,5,5775,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
5777,1.97E-01,1.36E-01,0.2784677,0,5777,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5778,1.73E-01,2.70E-01,0.2942227,0,5778,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5784,2.83E-01,2.45E-01,0.2871547,5,5784,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
5787,2.91E-01,1.64E-01,0.2613279,4,5787,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5790,3.24E-01,2.71E-01,0.2262501,0,5790,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
5795,2.79E-01,3.24E-01,0.2976076,0,5795,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5797,1.86E-01,2.37E-01,0.3242534,0,5797,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5802,1.16E-01,1.17E-01,0.2338318,5,5802,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
5806,1.72E-01,2.31E-01,0.2318797,4,5806,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
5808,5.65E-02,7.29E-02,0.287416,0,5808,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5811,2.79E-01,5.59E-02,0.2819084,3,5811,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5813,2.72E-01,2.14E-01,0.3248855,0,5813,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5817,1.20E-01,3.24E-01,0.3298271,0,5817,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5824,6.40E-02,2.85E-01,0.3039498,3,5824,ERODED,1,1,1,1,1,1,1,1,0,0,1,1
5825,9.42E-02,1.54E-01,0.2599405,3,5825,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5830,1.74E-01,1.05E-01,0.2244951,3,5830,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
5834,1.40E-01,3.24E-01,0.2223219,4,5834,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
5838,1.68E-01,9.41E-02,0.292936,0,5838,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5841,2.16E-01,1.74E-01,0.2396552,4,5841,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
5845,2.96E-01,1.02E-01,0.3226521,0,5845,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5851,1.27E-01,1.77E-01,0.3120029,0,5851,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5853,1.91E-01,1.94E-01,0.2982382,0,5853,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5857,3.24E-01,5.60E-02,0.2314296,0,5857,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
5858,1.89E-01,2.95E-01,0.2436903,0,5858,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
5860,1.11E-01,2.48E-01,0.225762,4,5860,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
5863,1.66E-01,1.40E-01,0.2102512,4,5863,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
5866,3.13E-01,2.72E-01,0.2377118,4,5866,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
5868,1.55E-01,6.03E-02,0.2125204,5,5868,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1
5869,2.22E-01,1.22E-01,0.2103804,0,5869,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
5870,7.55E-02,1.15E-01,0.2237994,6,5870,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0
5876,5.65E-02,1.83E-01,0.2334045,3,5876,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
5879,1.65E-01,3.19E-01,0.3221858,0,5879,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5881,5.66E-02,2.46E-01,0.288827,0,5881,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5883,1.05E-01,2.73E-01,0.2793024,0,5883,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5888,2.65E-01,1.35E-01,0.2429833,4,5888,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
5889,1.67E-01,1.34E-01,0.2813369,0,5889,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5891,2.85E-01,1.11E-01,0.3055685,0,5891,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5893,9.36E-02,2.71E-01,0.2848646,0,5893,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5894,2.71E-01,1.05E-01,0.2193136,0,5894,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
5897,2.43E-01,1.58E-01,0.3044692,0,5897,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5903,2.35E-01,3.24E-01,0.221564,4,5903,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
5904,1.57E-01,2.36E-01,0.2914633,0,5904,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5909,2.82E-01,1.41E-01,0.2117285,2,5909,Not eroded,0,1,1,0,0,0,0,1,0,1,1,1
5911,2.99E-01,2.47E-01,0.2951352,0,5911,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5916,1.28E-01,9.13E-02,0.2888885,0,5916,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5918,1.84E-01,9.94E-02,0.230986,0,5918,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
5919,3.01E-01,1.77E-01,0.2380645,5,5919,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
5920,2.59E-01,5.63E-02,0.2830097,4,5920,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5922,6.98E-02,8.88E-02,0.2372253,6,5922,Not eroded,0,1,1,1,1,0,0,0,0,0,0,0
5923,1.04E-01,5.79E-02,0.2669397,3,5923,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5925,5.67E-02,2.60E-01,0.3170943,0,5925,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5926,1.69E-01,1.53E-01,0.2556847,4,5926,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5927,1.79E-01,2.05E-01,0.3072955,0,5927,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5928,3.10E-01,1.31E-01,0.2913524,4,5928,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5933,2.25E-01,2.43E-01,0.3034892,4,5933,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
5935,1.57E-01,3.24E-01,0.3172783,0,5935,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5939,9.79E-02,3.12E-01,0.2242477,4,5939,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
5941,9.46E-02,1.34E-01,0.2587294,2,5941,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
5942,1.84E-01,1.82E-01,0.2950732,5,5942,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
5946,1.16E-01,2.60E-01,0.2399689,0,5946,ERODED,1,1,1,1,1,0,0,1,1,1,1,1
5947,1.25E-01,3.24E-01,0.2790959,0,5947,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5948,1.36E-01,3.15E-01,0.2261773,5,5948,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
5950,1.78E-01,2.32E-01,0.246589,4,5950,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
5951,2.79E-01,2.25E-01,0.325128,0,5951,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5957,1.51E-01,2.69E-01,0.2954867,0,5957,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5958,9.70E-02,1.23E-01,0.2960679,0,5958,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5960,2.23E-01,3.24E-01,0.3166745,0,5960,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5961,1.78E-01,3.24E-01,0.2917358,0,5961,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5963,5.65E-02,1.17E-01,0.2284924,3,5963,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
5966,6.32E-02,3.16E-01,0.2892245,3,5966,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
5967,2.61E-01,2.91E-01,0.2387809,3,5967,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
5969,2.17E-01,1.98E-01,0.2997021,2,5969,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
5970,9.46E-02,1.67E-01,0.2427041,0,5970,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
5974,1.99E-01,2.84E-01,0.3054453,0,5974,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
5975,3.16E-01,1.27E-01,0.2840565,0,5975,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5979,2.04E-01,2.35E-01,0.2509393,2,5979,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
5980,1.23E-01,2.10E-01,0.2236719,0,5980,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
5982,3.04E-01,6.54E-02,0.2113576,0,5982,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
5984,2.19E-01,3.09E-01,0.2554819,0,5984,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5986,1.08E-01,9.33E-02,0.2547132,0,5986,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
5991,2.34E-01,1.06E-01,0.2379535,5,5991,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
5993,1.44E-01,1.73E-01,0.2392149,3,5993,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
5995,8.13E-02,2.04E-01,0.3271327,0,5995,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6000,1.87E-01,2.76E-01,0.325109,0,6000,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6003,2.03E-01,2.87E-01,0.2884887,2,6003,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
6006,3.24E-01,2.86E-01,0.2472173,4,6006,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
6008,3.16E-01,7.51E-02,0.24383,3,6008,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
6010,1.29E-01,1.84E-01,0.2210645,0,6010,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
6011,1.52E-01,1.74E-01,0.2448689,0,6011,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
6013,1.97E-01,3.22E-01,0.211441,2,6013,Not eroded,0,1,1,0,0,0,0,1,0,1,1,1
6018,2.05E-01,1.70E-01,0.2429065,5,6018,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
6021,2.34E-01,2.59E-01,0.296399,4,6021,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
6024,3.24E-01,1.86E-01,0.252831,4,6024,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
6027,2.73E-01,1.88E-01,0.319398,0,6027,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6028,3.06E-01,2.25E-01,0.2476262,5,6028,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
6032,6.67E-02,1.21E-01,0.2143161,3,6032,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
6034,1.15E-01,2.07E-01,0.2290892,0,6034,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
6040,3.05E-01,2.85E-01,0.2517608,5,6040,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
6046,1.77E-01,1.84E-01,0.2521151,4,6046,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
6052,9.91E-02,2.14E-01,0.2401007,4,6052,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
6054,2.54E-01,5.59E-02,0.2917172,4,6054,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
6055,3.11E-01,9.29E-02,0.2776516,2,6055,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
6061,2.34E-01,2.44E-01,0.2847967,4,6061,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
6063,1.01E-01,2.30E-01,0.2915229,0,6063,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6064,2.39E-01,5.59E-02,0.2519755,3,6064,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
6069,3.24E-01,3.01E-01,0.2727022,0,6069,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
6070,2.49E-01,2.16E-01,0.232741,0,6070,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
6075,2.19E-01,3.24E-01,0.2127714,3,6075,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
6076,1.20E-01,3.09E-01,0.2917206,0,6076,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6090,9.49E-02,2.35E-01,0.2853344,0,6090,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6092,2.51E-01,2.59E-01,0.2639753,5,6092,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
6093,2.05E-01,2.65E-01,0.2195222,0,6093,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
6098,2.49E-01,2.46E-01,0.2320835,0,6098,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
6100,2.01E-01,1.86E-01,0.2120585,3,6100,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
6103,2.83E-01,2.81E-01,0.2922708,3,6103,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
6110,1.03E-01,8.38E-02,0.2331053,5,6110,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
6111,8.06E-02,2.51E-01,0.2635665,0,6111,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6113,9.09E-02,1.22E-01,0.2126101,4,6113,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
6115,1.97E-01,1.77E-01,0.2197739,4,6115,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
6117,1.36E-01,1.90E-01,0.2329043,3,6117,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
6119,2.04E-01,2.53E-01,0.3157574,0,6119,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6126,2.59E-01,9.56E-02,0.22733,0,6126,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
6127,2.63E-01,8.93E-02,0.2178156,0,6127,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
6132,1.51E-01,3.17E-01,0.2805402,0,6132,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6133,3.15E-01,2.01E-01,0.2138269,3,6133,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
6134,2.36E-01,1.49E-01,0.2713213,0,6134,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
6135,7.97E-02,2.53E-01,0.2512654,0,6135,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6136,2.64E-01,6.55E-02,0.2340685,3,6136,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
6139,3.17E-01,2.38E-01,0.2191306,4,6139,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
6142,3.25E-01,1.94E-01,0.2794764,4,6142,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
6149,2.11E-01,1.77E-01,0.2475203,5,6149,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
6151,1.08E-01,2.90E-01,0.2702296,0,6151,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6153,2.03E-01,2.36E-01,0.3162565,0,6153,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6156,1.77E-01,1.64E-01,0.3000593,0,6156,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6157,2.17E-01,3.16E-01,0.3102915,0,6157,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6163,2.27E-01,8.51E-02,0.2585222,2,6163,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
6164,2.01E-01,9.72E-02,0.2571724,0,6164,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
6167,5.65E-02,2.98E-01,0.2826639,3,6167,ERODED,1,1,1,1,1,1,1,1,0,0,1,1
6168,1.72E-01,7.63E-02,0.2729854,5,6168,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
6169,5.65E-02,1.99E-01,0.2828878,0,6169,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
6172,2.99E-01,2.62E-01,0.278484,6,6172,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
6174,2.81E-01,2.84E-01,0.2733498,6,6174,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
6176,2.87E-01,1.10E-01,0.265197,5,6176,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
6179,2.86E-01,2.28E-01,0.2497447,4,6179,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
6180,1.01E-01,1.16E-01,0.2713344,0,6180,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
6181,1.26E-01,2.02E-01,0.2289602,4,6181,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
6183,5.65E-02,2.31E-01,0.2578724,0,6183,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6188,1.16E-01,2.83E-01,0.2182681,0,6188,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
6197,2.71E-01,1.22E-01,0.2947211,0,6197,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6201,2.55E-01,1.12E-01,0.2626391,0,6201,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
6205,1.79E-01,1.48E-01,0.2644998,0,6205,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
6216,1.80E-01,1.80E-01,0.2108317,4,6216,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
6222,1.12E-01,9.63E-02,0.2313386,3,6222,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
6224,3.15E-01,1.43E-01,0.224167,4,6224,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
6233,5.68E-02,5.72E-02,0.3280151,0,6233,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6234,1.03E-01,2.79E-01,0.2540978,0,6234,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
6237,1.87E-01,2.34E-01,0.2404856,5,6237,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
6238,3.24E-01,2.43E-01,0.2404182,3,6238,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
6240,2.86E-01,7.43E-02,0.2962216,3,6240,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
